source_id,title,organization,url,version_or_date,used_by_claude,used_by_grok,used_by_codex,accepted_in_synthesis,live_status,version_status,claim_support_status,notes
SRC-001,International Valuation Standards,International Valuation Standards Council,https://ivsc.org/new-edition-of-the-international-valuation-standards-ivs-published/,"IVS published 31 January 2024, effective 31 January 2025",false,false,true,true,unverified,unverified,unverified,
SRC-002,IFRS 13 Fair Value Measurement,IFRS Foundation,https://www.ifrs.org/issued-standards/list-of-standards/ifrs-13-fair-value-measurement/,IFRS 13 current overview accessed 2026-09-06,false,false,true,true,unverified,unverified,unverified,
SRC-003,Harmonised Index of Consumer Prices Methodological Manual,Eurostat,https://ec.europa.eu/eurostat/en/web/products-manuals-and-guidelines/w/ks-gq-24-003,"2024 edition, corrected September 2024",false,false,true,true,unverified,unverified,unverified,
SRC-004,Consumer Price Index Manual: Concepts and Methods,International Monetary Fund,https://www.imf.org/en/data/statistics/cpi-manual,2020 edition,false,false,true,true,unverified,unverified,unverified,
SRC-005,Regulation (EU) 2016/792 on harmonised indices,European Union,https://eur-lex.europa.eu/eli/reg/2016/792/oj/eng,Current consolidated version 1 January 2026,false,false,true,true,unverified,unverified,unverified,
SRC-006,GS1 Web Vocabulary PriceSpecification,GS1,https://ref.gs1.org/voc/PriceSpecification,"GS1 Web Vocabulary 1.18, 1 June 2026",false,false,true,true,unverified,unverified,unverified,
SRC-007,SDMX Technical Specifications,SDMX Sponsors,https://sdmx.org/standards-2/,"SDMX 3.1, May 2025",false,false,true,true,unverified,unverified,unverified,
SRC-008,ISO 4217 Currency codes,International Organization for Standardization,https://www.iso.org/iso-4217-currency-codes.html,ISO 4217:2015 with maintained code lists,false,false,true,true,unverified,unverified,unverified,
SRC-009,PROV-O: The PROV Ontology,World Wide Web Consortium,https://www.w3.org/TR/prov-o/,"W3C Recommendation, 30 April 2013",false,false,true,true,unverified,unverified,unverified,
SRC-010,RFC 3339: Date and Time on the Internet: Timestamps,Internet Engineering Task Force,https://www.rfc-editor.org/rfc/rfc3339,"RFC 3339, July 2002",false,false,true,true,unverified,unverified,unverified,
