source_id,organization,url,verification,checked_at,notes
SRC-001,IFRS Foundation,https://www.ifrs.org/issued-standards/ifrs-sustainability-standards-navigator/ifrs-s1-general-requirements/,official-index-verified,2026-09-06T18:26:00Z,"Official IFRS S1 page verified issue date, effective date, objective and core content."
SRC-002,IFRS Foundation,https://www.ifrs.org/supporting-implementation/supporting-materials-for-ifrs-sustainability-disclosure-standards/ifrs-s2/,official-index-verified,2026-09-06T18:26:00Z,"Official IFRS S2 implementation page verified issue date, effective date and climate disclosure scope."
SRC-003,IFRS Foundation,https://www.ifrs.org/issued-standards/ifrs-sustainability-taxonomy/ifrs-sustainability-disclosure-taxonomy-2024/,official-index-verified,2026-09-06T18:26:00Z,"Official taxonomy page verified 2024 release, entry points and S1/S2 coverage."
SRC-004,IFRS Foundation and EFRAG,https://www.ifrs.org/content/dam/ifrs/supporting-implementation/issb-standards/esrs-issb-standards-interoperability-guidance.pdf,official-pdf-verified,2026-09-06T18:26:00Z,"Official joint guidance verified publication date and explicit non-equivalence limitation."
SRC-005,European Union,https://eur-lex.europa.eu/eli/dir/2022/2464/oj,official-law-verified,2026-09-06T18:26:00Z,"Official EUR-Lex CSRD text verified scope, reporting, tagging and assurance basis."
SRC-006,European Union,https://eur-lex.europa.eu/eli/reg_del/2023/2772/oj/eng,official-law-verified,2026-09-06T18:26:00Z,"Official EUR-Lex delegated regulation verified adopted ESRS Set 1 and double-materiality framing."
SRC-007,EFRAG,https://knowledgehub.efrag.org/eng/interactive/ig/ig1/09-2025,official-index-verified,2026-09-06T18:26:00Z,"Official EFRAG IG 1 page verified materiality steps and 31 May 2024 edition."
SRC-008,EFRAG,https://knowledgehub.efrag.org/eng/interactive/ig/ig2/09-2025,official-index-verified,2026-09-06T18:26:00Z,"Official EFRAG IG 2 page verified upstream and downstream value-chain guidance."
SRC-009,EFRAG,https://www.efrag.org/en/projects/esrs-implementation-guidance-documents,official-index-verified,2026-09-06T18:26:00Z,"Official project page verified IG 1 to 3 final dates, datapoint list and non-authoritative status."
SRC-010,EFRAG,https://www.efrag.org/en/projects/esrs-xbrl-taxonomy,official-index-verified,2026-09-06T18:26:00Z,"Official EFRAG project page identified the ESRS Set 1 digital taxonomy as a tagged projection."
SRC-011,Global Reporting Initiative,https://www.globalreporting.org/publications/documents/english/gri-1-foundation-2021/,official-document-verified,2026-09-06T18:26:00Z,"Official GRI 1 page verified impacts, material topics, reporting principles, omissions, content index and assurance disclosures."
SRC-012,Global Reporting Initiative,https://www.globalreporting.org/how-to-use-the-gri-standards/gri-standards-english-language/,official-index-verified,2026-09-06T18:26:00Z,"Official standards index used to preserve Universal, Sector and Topic release identities."
SRC-013,Greenhouse Gas Protocol,https://ghgprotocol.org/corporate-standard,official-index-verified,2026-09-06T18:26:00Z,"Official Corporate Standard page and revised-edition PDF verified corporate inventory boundaries and scopes."
SRC-014,Greenhouse Gas Protocol,https://ghgprotocol.org/scope-2-guidance,official-index-verified,2026-09-06T18:26:00Z,"Official Scope 2 guidance endpoint recorded for location-based and market-based method profiles."
SRC-015,Greenhouse Gas Protocol,https://ghgprotocol.org/corporate-value-chain-scope-3-standard,official-index-verified,2026-09-06T18:26:00Z,"Official Scope 3 standard endpoint recorded for value-chain categories and data-quality profiles."
SRC-016,Taskforce on Nature-related Financial Disclosures,https://tnfd.global/recommendations/,official-index-verified,2026-09-06T18:26:00Z,"Official recommendations page verified dependencies, impacts, risks and opportunities and four disclosure pillars."
SRC-017,International Auditing and Assurance Standards Board,https://www.iaasb.org/publications/international-standard-sustainability-assurance-5000-general-requirements-sustainability-assurance,official-index-verified,2026-09-06T18:26:00Z,"Official ISSA 5000 page verified final date, framework-neutral scope and limited and reasonable assurance applicability."
SRC-018,CDP,https://cdn.cdp.net/cdp-production/cms/guidance_docs/pdfs/000/005/685/original/CDP_Full_Corporate_Questionnaire_Overview_2025.pdf,official-pdf-verified,2026-09-06T18:26:00Z,"Official CDP questionnaire overview verified modular release and questionnaire profile behavior."
SRC-019,XBRL International,https://specifications.xbrl.org/work-product-index-group-base-spec-base-spec.html,official-standard-verified,2026-09-06T18:26:00Z,"Official XBRL specification index verified fact, context, unit, taxonomy and validation concepts."
SRC-020,XBRL International,https://www.xbrl.org/taxonomy-architecture/,official-index-verified,2026-09-06T18:26:00Z,"Official XBRL guidance verified taxonomy architecture, supporting documentation and versioning requirements."
SRC-021,Internet Engineering Task Force,https://www.rfc-editor.org/rfc/rfc3339.html,official-standard-verified,2026-09-06T18:26:00Z,"Official RFC Editor text verified seconds and explicit-offset timestamp forms."
SRC-022,World Wide Web Consortium,https://www.w3.org/TR/prov-o/,official-standard-verified,2026-09-06T18:26:00Z,"Official W3C Recommendation verified entity, activity, agent, derivation and attribution semantics."
SRC-023,World Wide Web Consortium,https://www.w3.org/TR/vocab-dqv/,official-standard-verified,2026-09-06T18:26:00Z,"Official W3C Note endpoint recorded for quality measurements, annotations and policies."
SRC-024,World Wide Web Consortium,https://www.w3.org/TR/odrl-model/,official-standard-verified,2026-09-06T18:26:00Z,"Official W3C Recommendation verified policy, permission, prohibition, duty and constraint semantics."
