source_id,title,organization,url,version_or_date,used_by_claude,used_by_grok,accepted_in_synthesis,live_status,version_status,claim_support_status,notes
SRC-001,OSLC Change Management Version 3.0. Part 2: Vocabulary (OASIS Standard),OASIS Open Projects — OSLC Open Project,https://docs.oasis-open-projects.org/oslc-op/cm/v3.0/os/change-mgt-vocab.html,"Version 3.0, OASIS Standard, 26 May 2021",true,false,true,unverified,unverified,unverified,
SRC-002,OSLC Change Management Version 3.0. Part 1: Specification (OASIS Standard),OASIS Open Projects — OSLC Open Project,https://docs.oasis-open-projects.org/oslc-op/cm/v3.0/os/change-mgt-spec.html,"Version 3.0, OASIS Standard, 26 May 2021",true,false,true,unverified,unverified,unverified,
SRC-003,Static Analysis Results Interchange Format (SARIF) Version 2.1.0 (OASIS Standard),OASIS,https://docs.oasis-open.org/sarif/sarif/v2.1.0/os/sarif-v2.1.0-os.html,"Version 2.1.0, OASIS Standard, 27 March 2020",true,false,true,unverified,unverified,unverified,
SRC-004,PROV-O: The PROV Ontology (W3C Recommendation),World Wide Web Consortium (W3C),https://www.w3.org/TR/prov-o/,"W3C Recommendation, 30 April 2013",true,false,true,unverified,unverified,unverified,
SRC-005,IEEE Std 1044-2009 — IEEE Standard Classification for Software Anomalies,IEEE Standards Association,https://standards.ieee.org/ieee/1044/4607/,Published 7 January 2010; status Inactive-Reserved since 5 March 2020,true,false,true,unverified,unverified,unverified,
SRC-006,"Regulation (EU) No 376/2014 on the reporting, analysis and follow-up of occurrences in civil aviation",European Union (EUR-Lex),https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32014R0376,Regulation of 3 April 2014; consolidated version of 11 September 2018,true,false,true,unverified,unverified,unverified,
SRC-007,21 CFR 820.100 — Corrective and preventive action,U.S. Food and Drug Administration / U.S. Government Publishing Office,https://www.govinfo.gov/content/pkg/CFR-2023-title21-vol8/xml/CFR-2023-title21-vol8-sec820-100.xml,"Code of Federal Regulations, 2023 edition, Title 21 Volume 8",true,false,true,unverified,unverified,unverified,
SRC-008,NIST SP 800-61 Rev. 3 — Incident Response Recommendations and Considerations for Cybersecurity Risk Management: A CSF 2.0 Community Profile,National Institute of Standards and Technology (NIST),https://csrc.nist.gov/pubs/sp/800/61/r3/final,"Revision 3, April 2025",true,false,true,unverified,unverified,unverified,
SRC-009,ECSS-Q-ST-10-09C Rev.1 — Space product assurance: Nonconformance control system,"European Cooperation for Space Standardization (ECSS Secretariat, ESA-ESTEC)",https://ecss.nl/standard/24183/,"Rev.1, 1 March 2018",true,false,true,unverified,unverified,unverified,
SRC-010,RFC 3339 — Date and Time on the Internet: Timestamps,Internet Engineering Task Force (IETF),https://www.rfc-editor.org/rfc/rfc3339,"Proposed Standard, July 2002 (updated by RFC 9557)",true,false,true,unverified,unverified,unverified,
SRC-011,RFC 9562 — Universally Unique IDentifiers (UUIDs),Internet Engineering Task Force (IETF),https://www.rfc-editor.org/rfc/rfc9562.html,"Internet Standards Track, May 2024 (obsoletes RFC 4122)",true,false,true,unverified,unverified,unverified,
SRC-012,"NPR 8621.1D — NASA Procedural Requirements for Mishap and Close Call Reporting, Investigating, and Recordkeeping",National Aeronautics and Space Administration (NASA),https://nodis3.gsfc.nasa.gov/displayDir.cfm?t=NPR&c=8621&s=1D,Effective 6 July 2020 (interim direction NID 8621.157 noted),true,false,true,unverified,unverified,unverified,
SRC-013,Problem Management in ITIL: Process & Implementation Guide,Atlassian,https://www.atlassian.com/itsm/problem-management,"Undated vendor guidance, accessed September 2026",true,false,true,unverified,unverified,unverified,
