source_id,title,organization,url,version_or_date,used_by_claude,used_by_grok,used_by_codex,accepted_in_synthesis,live_status,version_status,claim_support_status,notes
SRC-001,Verifiable Credentials Data Model v2.0,World Wide Web Consortium,https://www.w3.org/TR/vc-data-model-2.0/,"W3C Recommendation, 15 May 2025",false,false,true,true,unverified,unverified,unverified,
SRC-002,Verifiable Credential Data Integrity 1.0,World Wide Web Consortium,https://www.w3.org/TR/vc-data-integrity/,"W3C Recommendation, 15 May 2025",false,false,true,true,unverified,unverified,unverified,
SRC-003,Bitstring Status List v1.0,World Wide Web Consortium,https://www.w3.org/TR/vc-bitstring-status-list/,"W3C Recommendation, 15 May 2025",false,false,true,true,unverified,unverified,unverified,
SRC-004,Controlled Identifiers v1.0,World Wide Web Consortium,https://www.w3.org/TR/cid-1.0/,"W3C Recommendation, 15 May 2025",false,false,true,true,unverified,unverified,unverified,
SRC-005,Internet X.509 Public Key Infrastructure Certificate and Certificate Revocation List Profile,Internet Engineering Task Force,https://www.rfc-editor.org/rfc/rfc5280,"RFC 5280, May 2008, with later updates",false,false,true,true,unverified,unverified,unverified,
SRC-006,X.509 Internet Public Key Infrastructure Online Certificate Status Protocol - OCSP,Internet Engineering Task Force,https://www.rfc-editor.org/rfc/rfc6960,"RFC 6960, June 2013, updated by RFC 8954 and RFC 9654",false,false,true,true,unverified,unverified,unverified,
SRC-007,Selective Disclosure for JSON Web Tokens,Internet Engineering Task Force,https://www.rfc-editor.org/rfc/rfc9901,"RFC 9901, November 2025",false,false,true,true,unverified,unverified,unverified,
SRC-008,OpenID for Verifiable Presentations 1.0,OpenID Foundation,https://openid.net/specs/openid-4-verifiable-presentations-1_0-final.html,"Final Specification, 9 July 2025",false,false,true,true,unverified,unverified,unverified,
SRC-009,Digital Identity Guidelines,National Institute of Standards and Technology,https://pages.nist.gov/800-63-4/sp800-63.html,"NIST SP 800-63-4, July 2025",false,false,true,true,unverified,unverified,unverified,
SRC-010,PROV-O: The PROV Ontology,World Wide Web Consortium,https://www.w3.org/TR/prov-o/,"W3C Recommendation, 30 April 2013",false,false,true,true,unverified,unverified,unverified,
SRC-011,Date and Time on the Internet: Timestamps,Internet Engineering Task Force,https://www.rfc-editor.org/rfc/rfc3339,"RFC 3339, July 2002",false,false,true,true,unverified,unverified,unverified,
