source_id,title,organization,url,version_or_date,used_by_claude,used_by_grok,used_by_codex,accepted_in_synthesis,live_status,version_status,claim_support_status,notes
SRC-001,Fundamental Principles of Official Statistics,United Nations Statistics Division,https://unstats.un.org/fpos/,"General Assembly resolution 68/261, 2014",false,false,true,true,unverified,unverified,unverified,
SRC-002,United Nations National Quality Assurance Frameworks Manual for Official Statistics,United Nations Statistics Division,https://unstats.un.org/unsd/methodology/dataquality/un-nqaf/,"UN NQAF Manual, 2019",false,false,true,true,unverified,unverified,unverified,
SRC-003,Generic Statistical Business Process Model version 5.2,United Nations Economic Commission for Europe,https://unece.org/statistics/gsbpm-v5.2,"GSBPM 5.2, CES endorsed June 2025",false,false,true,true,unverified,unverified,unverified,
SRC-004,SDMX Technical Specifications,SDMX Sponsors,https://sdmx.org/standards-2/,"SDMX 3.1, May 2025",false,false,true,true,unverified,unverified,unverified,
SRC-005,DDI Lifecycle,DDI Alliance,https://ddialliance.org/ddi-lifecycle,"DDI Lifecycle 3.3, 15 April 2020",false,false,true,true,unverified,unverified,unverified,
SRC-006,Quality Assurance Framework of the European Statistical System,Eurostat,https://ec.europa.eu/eurostat/web/quality/european-quality-standards/quality-assurance-framework,"ESS QAF, revised 2019",false,false,true,true,unverified,unverified,unverified,
SRC-007,Statistical confidentiality,Eurostat,https://ec.europa.eu/eurostat/en/web/main/about-us/statistical-confidentiality,Current official guidance accessed 2026-09-06,false,false,true,true,unverified,unverified,unverified,
SRC-008,Data revision policy,Eurostat,https://ec.europa.eu/eurostat/data/data-revision-policy,"General revision policy, 2023",false,false,true,true,unverified,unverified,unverified,
SRC-009,PROV-O: The PROV Ontology,World Wide Web Consortium,https://www.w3.org/TR/prov-o/,"W3C Recommendation, 30 April 2013",false,false,true,true,unverified,unverified,unverified,
SRC-010,RFC 3339: Date and Time on the Internet: Timestamps,Internet Engineering Task Force,https://www.rfc-editor.org/rfc/rfc3339,"RFC 3339, July 2002",false,false,true,true,unverified,unverified,unverified,
