source_id,title,organization,url,version_or_date,used_by_claude,used_by_grok,used_by_codex,accepted_in_synthesis,live_status,version_status,claim_support_status,notes
SRC-001,FHIR Release 5,Health Level Seven International,https://hl7.org/fhir/R5/,"FHIR 5.0.0, published 26 March 2023",false,false,true,true,unverified,unverified,unverified,
SRC-002,International Patient Summary Implementation Guide,Health Level Seven International,https://hl7.org/fhir/uv/ips/,"Current published FHIR IPS guide, accessed 6 September 2026",false,false,true,true,unverified,unverified,unverified,
SRC-003,ICD-11 for Mortality and Morbidity Statistics,World Health Organization,https://icd.who.int/en,"Current ICD-11 release service, accessed 6 September 2026",false,false,true,true,unverified,unverified,unverified,
SRC-004,SNOMED CT Release File Specification,SNOMED International,https://docs.snomed.org/snomed-ct-specifications/snomed-ct-release-file-specification,"Current specification, accessed 6 September 2026",false,false,true,true,unverified,unverified,unverified,
SRC-005,LOINC Users' Guide,Regenstrief Institute,https://loinc.org/kb/users-guide/,"Current LOINC guidance, accessed 6 September 2026",false,false,true,true,unverified,unverified,unverified,
SRC-006,DICOM Standard Current Edition,DICOM Standards Committee,https://www.dicomstandard.org/current,"Current edition, accessed 6 September 2026",false,false,true,true,unverified,unverified,unverified,
SRC-007,Unified Code for Units of Measure,Regenstrief Institute,https://ucum.org/ucum,"UCUM specification, accessed 6 September 2026",false,false,true,true,unverified,unverified,unverified,
SRC-008,PROV-O: The PROV Ontology,World Wide Web Consortium,https://www.w3.org/TR/prov-o/,"W3C Recommendation, 30 April 2013",false,false,true,true,unverified,unverified,unverified,
SRC-009,"International Classification of Functioning, Disability and Health",World Health Organization,https://www.who.int/standards/classifications/international-classification-of-functioning-disability-and-health,"WHO ICF reference, accessed 6 September 2026",false,false,true,true,unverified,unverified,unverified,
SRC-010,General Data Protection Regulation,European Union,https://eur-lex.europa.eu/eli/reg/2016/679/oj,"Regulation (EU) 2016/679, 27 April 2016",false,false,true,true,unverified,unverified,unverified,
SRC-011,Date and Time on the Internet: Timestamps,Internet Engineering Task Force,https://www.rfc-editor.org/rfc/rfc3339,"RFC 3339, July 2002",false,false,true,true,unverified,unverified,unverified,
