source_id,title,organization,url,version_or_date,used_by_claude,used_by_grok,accepted_in_synthesis,live_status,version_status,claim_support_status,notes
SRC-001,ODRL Information Model 2.2,World Wide Web Consortium (W3C),https://www.w3.org/TR/odrl-model/,"W3C Recommendation, 15 February 2018",true,false,true,unverified,unverified,unverified,
SRC-002,ODRL Vocabulary & Expression 2.2,World Wide Web Consortium (W3C),https://www.w3.org/TR/odrl-vocab/,"W3C Recommendation, 15 February 2018; namespace http://www.w3.org/ns/odrl/2/",true,false,true,unverified,unverified,unverified,
SRC-003,"NIST SP 800-188, De-Identifying Government Datasets: Techniques and Governance",National Institute of Standards and Technology (NIST),https://csrc.nist.gov/pubs/sp/800/188/final,"Final, September 2023",true,true,true,unverified,unverified,unverified,
SRC-004,"NIST SP 800-226, Guidelines for Evaluating Differential Privacy Guarantees",National Institute of Standards and Technology (NIST),https://csrc.nist.gov/pubs/sp/800/226/final,"Final, March 2025",true,false,true,unverified,unverified,unverified,
SRC-005,45 CFR 164.514 - Other requirements relating to uses and disclosures of protected health information,U.S. Government Publishing Office / U.S. Department of Health and Human Services,https://www.govinfo.gov/content/pkg/CFR-2023-title45-vol2/pdf/CFR-2023-title45-vol2-sec164-514.pdf,"Code of Federal Regulations, 2023 annual edition, title 45 volume 2",true,false,true,unverified,unverified,unverified,
SRC-006,"RFC 9535, JSONPath: Query Expressions for JSON",Internet Engineering Task Force (IETF),https://www.rfc-editor.org/rfc/rfc9535.html,"RFC 9535, February 2024, Standards Track",true,false,true,unverified,unverified,unverified,
SRC-007,"RFC 9901, Selective Disclosure for JSON Web Tokens (SD-JWT)",Internet Engineering Task Force (IETF),https://www.rfc-editor.org/info/rfc9901/,"RFC 9901, November 2025, Proposed Standard",true,false,true,unverified,unverified,unverified,
SRC-008,ISO/IEC 20889:2018 Privacy enhancing data de-identification terminology and classification of techniques,International Organization for Standardization / International Electrotechnical Commission,https://www.iso.org/standard/69373.html,"First edition, 2018-11",true,true,true,unverified,unverified,unverified,
SRC-009,ISO/IEC 27559:2022 Privacy enhancing data de-identification framework,International Organization for Standardization / International Electrotechnical Commission,https://www.iso.org/standard/71677.html,"First edition, 2022-11",true,true,true,unverified,unverified,unverified,
SRC-010,Data Privacy Vocabulary (DPV) version 2.1,W3C Data Privacy Vocabularies and Controls Community Group,https://w3c-cg.github.io/dpv/2.1/dpv/,"Version 2.1, 16 March 2025; namespace https://w3id.org/dpv#",true,false,true,unverified,unverified,unverified,
SRC-011,eXtensible Access Control Markup Language (XACML) Version 3.0,OASIS,https://docs.oasis-open.org/xacml/3.0/xacml-3.0-core-spec-os-en.html,"OASIS Standard, 22 January 2013",true,false,true,unverified,unverified,unverified,
SRC-012,"Guidelines 4/2019 on Article 25 Data Protection by Design and by Default, Version 2.0",European Data Protection Board,https://www.edpb.europa.eu/our-work-tools/our-documents/guidelines/guidelines-42019-article-25-data-protection-design-and_en,"Version 2.0, adopted 20 October 2020",true,false,true,unverified,unverified,unverified,
SRC-013,"RFC 3339, Date and Time on the Internet: Timestamps",Internet Engineering Task Force (IETF),https://www.rfc-editor.org/rfc/rfc3339,"RFC 3339, July 2002, Proposed Standard",true,false,true,unverified,unverified,unverified,
SRC-014,JSON Schema: A Media Type for Describing JSON Documents (2020-12 dialect),JSON Schema (IETF Internet-Draft draft-bhutton-json-schema-01),https://json-schema.org/draft/2020-12/json-schema-core,"2020-12 dialect, draft-bhutton-json-schema-01, 16 June 2022",true,false,true,unverified,unverified,unverified,
SRC-015,45 CFR 164.514 Other requirements relating to uses and disclosures of protected health information,U.S. HHS (eCFR),https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/subpart-E/section-164.514,current as of 2026-08-26,false,true,true,unverified,unverified,unverified,
SRC-016,Regulation (EU) 2016/679 (GDPR) Article 5 — Principles relating to processing of personal data,European Parliament and Council / EUR-Lex,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32016R0679,"2016-04-27; OJ L 119, 4.5.2016",false,true,true,unverified,unverified,unverified,
SRC-017,eXtensible Access Control Markup Language (XACML) Version 3.0 Plus Errata 01,OASIS,https://docs.oasis-open.org/xacml/3.0/errata01/os/xacml-3.0-core-spec-errata01-os-complete.html,2017-07-12,false,true,true,unverified,unverified,unverified,
SRC-018,XACML v3.0 Multiple Decision Profile Version 1.0,OASIS,https://docs.oasis-open.org/xacml/3.0/xacml-3.0-multiple-v1-spec-cd-03-en.html,"Committee Draft 03, 2010-03-11 (cited by XACML 3.0 core as [Multi])",false,true,true,unverified,unverified,unverified,
SRC-019,OData Version 4.01. Part 1: Protocol — §11.2.5 Specifying Properties to Return; §8.2.8.6 omit-values; §10 Context URL,OASIS,https://docs.oasis-open.org/odata/odata/v4.01/os/part1-protocol/odata-v4.01-os-part1-protocol.html,"OASIS Standard, 2020-04-23",false,true,true,unverified,unverified,unverified,
SRC-020,"GraphQL Specification — Selection Sets, Fields, Client-specified response",GraphQL Foundation / Joint Development Foundation,https://spec.graphql.org/October2021/,October 2021,false,true,true,unverified,unverified,unverified,
SRC-021,"HL7 FHIR R5 Search — _summary, _elements, SUBSETTED",HL7 International,https://hl7.org/fhir/search.html,"FHIR v5.0.0, current published version as retrieved 2026-08-28",false,true,true,unverified,unverified,unverified,
SRC-022,JSON:API 1.1 — Sparse Fieldsets,jsonapi.org,https://jsonapi.org/format/#fetching-sparse-fieldsets,v1.1 (latest published as retrieved 2026-08-28),false,true,true,unverified,unverified,unverified,
