source_id,organization,url,verification,checked_at,notes
SRC-001,IAASB,https://www.iaasb.org/publications/2025-handbook-international-quality-management-auditing-review-other-assurance-and-related-services,official-index-verified,2026-09-06T18:39:00Z,"Official handbook index verified the current IAASB quality-management, audit, review, assurance and related-services corpus."
SRC-002,IAASB,https://www.iaasb.org/publications/international-standard-auditing-220-revised-quality-management-audit-financial-statements,official-index-verified,2026-09-06T18:39:00Z,"Official ISA 220 Revised page verified engagement-level quality-management scope."
SRC-003,IAASB,https://www.iaasb.org/publications/isa-315-revised-2019-identifying-and-assessing-risks-material-misstatement,official-index-verified,2026-09-06T18:39:00Z,"Official ISA 315 Revised 2019 page verified risk identification and assessment scope."
SRC-004,IAASB,https://www.iaasb.org/publications/international-standard-auditing-isa-700-revised-forming-opinion-and-reporting-financial-statements,official-index-verified,2026-09-06T18:39:00Z,"Official ISA 700 Revised page verified opinion formation and financial-statement reporting scope."
SRC-005,IAASB,https://www.iaasb.org/publications/international-standard-assurance-engagements-isae-3000-revised-assurance-engagements-other-audits-or,official-index-verified,2026-09-06T18:39:00Z,"Official ISAE 3000 Revised page verified attestation and direct engagements outside historical financial-statement audits and reviews."
SRC-006,IAASB,https://www.iaasb.org/publications/international-standard-sustainability-assurance-5000-general-requirements-sustainability-assurance,official-index-verified,2026-09-06T18:39:00Z,"Official ISSA 5000 page verified general requirements for sustainability assurance engagements."
SRC-007,IAASB,https://www.iaasb.org/publications/international-standard-review-engagements-2400-revised-engagements-review-historical-financial,official-index-verified,2026-09-06T18:39:00Z,"Official ISRE 2400 Revised page verified historical financial-statement review scope."
SRC-008,IAASB,https://www.iaasb.org/publications/international-standard-related-services-isrs-4400-revised-agreed-upon-procedures-engagements,official-index-verified,2026-09-06T18:39:00Z,"Official ISRS 4400 Revised page verified agreed-upon procedures and factual-findings semantics."
SRC-009,IESBA,https://www.ethicsboard.org/iesba-code,official-index-verified,2026-09-06T18:39:00Z,"Official IESBA Code index verified ethics and independence source authority."
SRC-010,IIA,https://www.theiia.org/en/standards/2024-standards/global-internal-audit-standards/,official-index-verified,2026-09-06T18:39:00Z,"Official 2024 Global Internal Audit Standards page verified internal-audit governance and performance scope."
SRC-011,PCAOB,https://pcaobus.org/oversight/standards/auditing-standards/details/as-1000--general-responsibilities-of-the-auditor-in-conducting-an-audit,official-index-verified,2026-09-06T18:39:00Z,"Official AS 1000 page verified general responsibilities in issuer audits."
SRC-012,PCAOB,https://pcaobus.org/oversight/standards/auditing-standards/details/AS1105,official-index-verified,2026-09-06T18:39:00Z,"Official AS 1105 page verified audit-evidence concepts."
SRC-013,PCAOB,https://pcaobus.org/oversight/standards/auditing-standards/details/AS3101,official-index-verified,2026-09-06T18:39:00Z,"Official AS 3101 page verified unqualified and modified auditor-report content."
SRC-014,US GAO,https://www.gao.gov/yellowbook,official-index-verified,2026-09-06T18:39:00Z,"Official Yellow Book page verified the 2024 Government Auditing Standards edition and public-sector audit context."
SRC-015,INTOSAI,https://www.issai.org/pronouncements/issai-100-fundamental-principles-of-public-sector-auditing/issai-100/,official-index-verified,2026-09-06T18:39:00Z,"Official ISSAI 100 page verified fundamental public-sector auditing principles."
SRC-016,ISO,https://www.iso.org/standard/19011,official-index-verified,2026-09-06T18:39:00Z,"Official ISO 19011 page verified management-system auditing guidance and edition metadata."
SRC-017,European Union,https://eur-lex.europa.eu/eli/dir/2006/43/2024-01-09/eng,official-law-verified,2026-09-06T18:39:00Z,"Official consolidated Directive 2006/43/EC text verified EU statutory-audit legal context."
SRC-018,PCAOB,https://pcaobus.org/oversight/standards/auditing-standards,official-index-verified,2026-09-06T18:39:00Z,"Official PCAOB standards index verified the broader issuer-audit standards corpus."
SRC-019,IAASB,https://www.iaasb.org/publications/isa-610-revised-2013-using-work-internal-auditors,official-index-verified,2026-09-06T18:39:00Z,"Official ISA 610 Revised 2013 page verified conditions for using internal-auditor work."
SRC-020,IAASB,https://www.iaasb.org/publications/international-standard-auditing-600-revised-special-considerations-audits-group-financial-statements,official-index-verified,2026-09-06T18:39:00Z,"Official ISA 600 Revised page verified group-audit and component-practitioner considerations."
SRC-021,IETF,https://www.rfc-editor.org/rfc/rfc3339.html,official-standard-verified,2026-09-06T18:39:00Z,"Official RFC verified Internet date-time syntax with seconds and UTC offset."
SRC-022,W3C,https://www.w3.org/TR/prov-o/,official-recommendation-verified,2026-09-06T18:39:00Z,"Official W3C Recommendation verified provenance entity, activity and agent relations."
SRC-023,W3C,https://www.w3.org/TR/vocab-dqv/,official-note-verified,2026-09-06T18:39:00Z,"Official W3C Data Quality Vocabulary note verified quality measurement and annotation concepts."
SRC-024,W3C,https://www.w3.org/TR/odrl-model/,official-recommendation-verified,2026-09-06T18:39:00Z,"Official W3C Recommendation verified policy, permission, prohibition and duty concepts."
