source_id,title,organization,url,version_or_date,used_by_claude,used_by_grok,accepted_in_synthesis,live_status,version_status,claim_support_status,notes
SRC-001,"SPDX Specification, Version 3.0.1",The Linux Foundation / SPDX Project,https://spdx.github.io/spdx-spec/v3.0.1/,3.0.1 (published 2024-12),true,false,true,unverified,unverified,unverified,
SRC-002,SPDX 3.0.1 Core Model - Element class,The Linux Foundation / SPDX Project,https://spdx.github.io/spdx-spec/v3.0.1/model/Core/Classes/Element/,3.0.1,true,false,true,unverified,unverified,unverified,
SRC-003,SPDX 3.0.1 Core Model - Relationship class,The Linux Foundation / SPDX Project,https://spdx.github.io/spdx-spec/v3.0.1/model/Core/Classes/Relationship/,3.0.1,true,false,true,unverified,unverified,unverified,
SRC-004,SPDX 3.0.1 Software Profile - SbomType vocabulary,The Linux Foundation / SPDX Project,https://spdx.github.io/spdx-spec/v3.0.1/model/Software/Vocabularies/SbomType/,3.0.1,true,false,true,unverified,unverified,unverified,
SRC-005,"CycloneDX Specification Overview (v1.7, ECMA-424)",OWASP Foundation / Ecma International,https://cyclonedx.org/specification/overview/,CycloneDX 1.7 released 2025-10-21; ECMA-424 published 2025-12-10,true,false,true,unverified,unverified,unverified,
SRC-006,CycloneDX BOM-Link,OWASP Foundation,https://cyclonedx.org/capabilities/bomlink/,"Capability page for CycloneDX 1.7, accessed 2026-09-03",true,false,true,unverified,unverified,unverified,
SRC-007,2026 Minimum Elements for a Software Bill of Materials (SBOM),"Cybersecurity and Infrastructure Security Agency, with NSA, FBI and international partners",https://www.cisa.gov/resources-tools/resources/2026-minimum-elements-software-bill-materials-sbom,Published 2026-07-29; replaces the NTIA 2021 minimum elements,true,false,true,unverified,unverified,unverified,
SRC-008,Types of Software Bill of Material (SBOM) Documents,CISA-facilitated community working group on SBOM Tooling and Implementation,https://www.cisa.gov/resources-tools/resources/types-software-bill-materials-sbom,2023-04-21,true,false,true,unverified,unverified,unverified,
SRC-009,Regulation (EU) 2024/2847 (Cyber Resilience Act),European Union (EUR-Lex),https://eur-lex.europa.eu/eli/reg/2024/2847/oj/eng,"OJ L, 2024/2847; in force 2024-12-10; main obligations apply from 2027-12-11",true,false,true,unverified,unverified,unverified,
SRC-010,Package-URL (purl) Specification,package-url project / Ecma International (ECMA-427),https://www.packageurl.org/docs/purl/specification,"purl 1.0.0; ECMA-427 approved 2025-12-10, released 2025-12-18",true,false,true,unverified,unverified,unverified,
SRC-011,"in-toto Attestation Framework - Statement layer, spec v1",in-toto project (CNCF),https://github.com/in-toto/attestation/blob/main/spec/v1/statement.md,Statement v1 (https://in-toto.io/Statement/v1),true,false,true,unverified,unverified,unverified,
SRC-012,"SLSA Provenance predicate, version 1.1",OpenSSF / SLSA,https://slsa.dev/spec/v1.1/provenance,v1.1 (retired; superseded by v1.2),true,false,true,unverified,unverified,unverified,
SRC-013,"NIST SP 800-218, Secure Software Development Framework (SSDF) Version 1.1",National Institute of Standards and Technology,https://csrc.nist.gov/pubs/sp/800/218/final,February 2022,true,false,true,unverified,unverified,unverified,
SRC-014,Mapping CISA's 2026 SBOM Minimum Elements to CycloneDX and SPDX,RunSafe Security,https://runsafesecurity.com/blog/sbom-minimum-elements-cyclonedx-spdx/,2026,true,false,true,unverified,unverified,unverified,
