source_id,title,organization,url,version_or_date,used_by_claude,used_by_grok,used_by_codex,accepted_in_synthesis,live_status,version_status,claim_support_status,notes
SRC-001,FHIR R5 Appointment,Health Level Seven International,https://www.hl7.org/fhir/appointment.html,FHIR R5 5.0.0,false,false,true,true,unverified,unverified,unverified,
SRC-002,FHIR R5 Slot,Health Level Seven International,https://www.hl7.org/fhir/slot.html,FHIR R5 5.0.0,false,false,true,true,unverified,unverified,unverified,
SRC-003,FHIR R5 Schedule,Health Level Seven International,https://www.hl7.org/fhir/schedule.html,FHIR R5 5.0.0,false,false,true,true,unverified,unverified,unverified,
SRC-004,FHIR R5 AppointmentResponse,Health Level Seven International,https://www.hl7.org/fhir/appointmentresponse.html,FHIR R5 5.0.0,false,false,true,true,unverified,unverified,unverified,
SRC-005,Internet Calendaring and Scheduling Core Object Specification,Internet Engineering Task Force,https://www.rfc-editor.org/rfc/rfc5545,"RFC 5545, September 2009",false,false,true,true,unverified,unverified,unverified,
SRC-006,iCalendar Transport-Independent Interoperability Protocol,Internet Engineering Task Force,https://www.rfc-editor.org/rfc/rfc5546,"RFC 5546, December 2009",false,false,true,true,unverified,unverified,unverified,
SRC-007,JSCalendar: A JSON Representation of Calendar Data,Internet Engineering Task Force,https://www.rfc-editor.org/rfc/rfc8984,"RFC 8984, July 2021",false,false,true,true,unverified,unverified,unverified,
SRC-008,Date and Time on the Internet: Timestamps with Additional Information,Internet Engineering Task Force,https://www.rfc-editor.org/rfc/rfc9557,"RFC 9557, April 2024",false,false,true,true,unverified,unverified,unverified,
SRC-009,Reservation,Schema.org Community Group,https://schema.org/Reservation,"Schema.org V30.0, 19 March 2026",false,false,true,true,unverified,unverified,unverified,
SRC-010,Event,Schema.org Community Group,https://schema.org/Event,"Schema.org V30.0, 19 March 2026",false,false,true,true,unverified,unverified,unverified,
SRC-011,TMF646 Appointment Management API REST Specification,TM Forum,https://www.tmforum.org/resources/specifications/tmf646-appointment-management-api-rest-specification-r19-0-0/,"TMF646 v4.0.1, November 2019",false,false,true,true,unverified,unverified,unverified,
SRC-012,PROV-O: The PROV Ontology,World Wide Web Consortium,https://www.w3.org/TR/prov-o/,"W3C Recommendation, 30 April 2013",false,false,true,true,unverified,unverified,unverified,
