source_id,url,verification,status,checked_at,notes
SRC-001,https://iabtechlab.com/standards/adcom-advertising-common-object-model/,verified-direct-official,primary-official,2026-09-06T16:43:00Z,"Official AdCOM page supports shared advertising objects and enumerations while transaction protocols remain separate."
SRC-002,https://iabtechlab.com/standards/openrtb/,verified-direct-official,primary-official,2026-09-06T16:43:00Z,"Official OpenRTB page documents the 2.6 release family and bid, inventory, deal and creative-reference context."
SRC-003,https://iabtechlab.com/standards/openrtb-native/,verified-direct-official,primary-official,2026-09-06T16:43:00Z,"Official Native Ads page supports asset-based native-ad request and response profiles."
SRC-004,https://iabtechlab.com/standards/vast/,verified-direct-official,primary-official,2026-09-06T16:43:00Z,"Official VAST page identifies VAST 4.3 and supports video-ad metadata, media, tracking and verification bindings."
SRC-005,https://iabtechlab.com/standards/ad-product-taxonomy/,verified-direct-official,primary-official,2026-09-06T16:43:00Z,"Official page identifies Ad Product Taxonomy 2.0 and its role in classifying advertised products or services."
SRC-006,https://iabtechlab.com/ads.txt/,verified-direct-official,primary-official,2026-09-06T16:43:00Z,"Official ads.txt page identifies version 1.1 and declarations of authorized digital sellers."
SRC-007,https://iabtechlab.com/sellers-json/,verified-direct-official,primary-official,2026-09-06T16:43:00Z,"Official sellers.json page separates direct sellers, intermediaries and ordered SupplyChain nodes."
SRC-008,https://iabtechlab.com/standards/open-measurement-sdk/,verified-direct-official,primary-official,2026-09-06T16:43:00Z,"Official Open Measurement page supports source-qualified impression and viewability signals without proving advertisement truth."
SRC-009,https://iabtechlab.com/standards/data-transparency-standard/,verified-direct-official,primary-official,2026-09-06T16:43:00Z,"Official Data Transparency page supports audience-data provenance, recency and segmentation disclosure profiles."
SRC-010,https://www.gs1.org/docs/digital_coupon_management/Digital_Coupon_Management_i1.pdf,verified-web-index-direct-403,primary-official,2026-09-06T16:43:00Z,"Official indexed ratified GS1 Digital Coupon Management 1.0 document separates setup, distribution, redemption and clearing; direct automated access was publisher-blocked."
SRC-011,https://www.gs1.org/standards/id-keys/gcn,verified-web-index-direct-403,primary-official,2026-09-06T16:43:00Z,"Official indexed GS1 page defines the Global Coupon Number for paper and digital coupon instruments; direct automated access was publisher-blocked."
SRC-012,https://www.ftc.gov/business-guidance/advertising-marketing,verified-direct-official,primary-official,2026-09-06T16:43:00Z,"Official FTC guidance states that advertising claims must be truthful, non-deceptive, non-unfair and evidence based."
SRC-013,https://www.ftc.gov/business-guidance/resources/advertising-faqs-guide-small-business,verified-direct-official,primary-official,2026-09-06T16:43:00Z,"Official FTC guidance supports material-claim, reasonable-basis, substantiation and endorsement distinctions."
SRC-014,https://www.ftc.gov/business-guidance/resources/ftcs-endorsement-guides-what-people-are-asking,verified-direct-official,primary-official,2026-09-06T16:43:00Z,"Official FTC guidance reflecting the 2023 guides separates endorsement opinion, advertiser claim, material connection and disclosure."
SRC-015,https://eur-lex.europa.eu/eli/reg/2022/2065/oj,verified-direct-official,primary-official,2026-09-06T16:43:00Z,"Official DSA text supports online-ad marking, sponsor and payer identity, targeting-parameter disclosure and sensitive-data restrictions."
SRC-016,https://eur-lex.europa.eu/eli/dir/2005/29/oj,verified-direct-official,primary-official,2026-09-06T16:43:00Z,"Official UCPD text supports jurisdiction-scoped unfair, misleading, aggressive and listed prohibited-practice profiles."
SRC-017,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32006L0114,verified-direct-official,primary-official,2026-09-06T16:43:00Z,"Official directive defines advertising and conditions for misleading and comparative-advertising assessment."
SRC-018,https://eur-lex.europa.eu/eli/reg/2016/679/oj,verified-direct-official,primary-official,2026-09-06T16:43:00Z,"Official GDPR text supports purpose limitation, minimisation, lawful basis, sensitive-data and profiling safeguards."
SRC-019,https://eur-lex.europa.eu/eli/dir/2002/58/oj,verified-direct-official,primary-official,2026-09-06T16:43:00Z,"Official ePrivacy Directive supports jurisdiction-scoped electronic-communication and direct-marketing controls."
SRC-020,https://www.rfc-editor.org/rfc/rfc3339.html,verified-direct-official,primary-official,2026-09-06T16:43:00Z,"RFC 3339 defines interoperable timestamps with seconds and an explicit UTC relation."
SRC-021,https://www.w3.org/TR/prov-o/,verified-direct-official,primary-official,2026-09-06T16:43:00Z,"W3C PROV-O defines entities, activities, agents, attribution, derivation and revision provenance."
SRC-022,https://www.w3.org/TR/vocab-dqv/,verified-direct-official,primary-official,2026-09-06T16:43:00Z,"W3C DQV defines quality dimensions, metrics, measurements, annotations and policies."
SRC-023,https://www.w3.org/TR/odrl-model/,verified-direct-official,primary-official,2026-09-06T16:43:00Z,"W3C ODRL defines permissions, prohibitions, duties, constraints, assets and parties."
SRC-024,https://spec.openapis.org/oas/v3.1.1.html,verified-direct-official,primary-official,2026-09-06T16:43:00Z,"Official OpenAPI 3.1.1 specification supports loss-aware HTTP API projections and security declarations."
