source_id,title,organization,url,version_or_date,used_by_claude,used_by_grok,used_by_codex,accepted_in_synthesis,live_status,version_status,claim_support_status,notes
SRC-001,Conceptual Framework for Financial Reporting,IFRS Foundation,https://www.ifrs.org/issued-standards/list-of-standards/conceptual-framework/,Revised March 2018 current 2026 issued text,false,false,true,true,verified,verified,public-material-only,Reporting entity elements recognition derecognition measurement presentation and uncertainty concepts.
SRC-002,IAS 1 Presentation of Financial Statements,IFRS Foundation,https://www.ifrs.org/issued-standards/list-of-standards/ias-1-presentation-of-financial-statements.html/,Current at access IFRS 18 effective 1 January 2027,false,false,true,true,verified,current-at-access,public-material-only,Statement of financial position comparatives classification offsetting and compliance boundary.
SRC-003,IFRS 13 Fair Value Measurement,IFRS Foundation,https://www.ifrs.org/issued-standards/list-of-standards/ifrs-13-fair-value-measurement/,Issued May 2011 current at access,false,false,true,true,verified,current-at-access,public-material-only,Fair value exit-price measurement framework and measurement-date assumptions.
SRC-004,IFRS Accounting Taxonomy 2025,IFRS Foundation,https://www.ifrs.org/issued-standards/ifrs-taxonomy/ifrs-accounting-taxonomy-2025/,Published 27 March 2025 remains current for 2026 reporting,false,false,true,true,verified,verified,verified,Digital reporting instant monetary facts financial-position classes versioning and validation.
SRC-005,Bank-to-Customer Cash Management Message Definition Report,ISO 20022 Registration Authority,https://www.iso20022.org/sites/default/files/documents/messages/mdr_part_2/ISO20022_MDRPart2_BankToCustomerCashManagement_2018_2019_v1_0.pdf,Maintenance 2018-2019 approved 21 January 2019,false,false,true,true,verified,verified,verified,Account reports statements booked and pending entries balances owners and authorized recipients.
SRC-006,XBRL 2.1,XBRL International,https://specifications.xbrl.org/work-product-index-group-base-spec-base-spec.html,Recommendation 20 February 2013 conformance suite 16 July 2025,false,false,true,true,verified,verified,verified,Facts concepts contexts units instant and duration periods balance attributes and validation.
SRC-007,XBRL Link Role Registry,XBRL International,https://specifications.xbrl.org/registries/lrr-2.0/index.html,Registry 2.0 current at access accounting arcroles dated 4 January 2023,false,false,true,true,verified,current-at-access,verified,Instant-to-flow contra and rollforward accounting relationships.
SRC-008,Integrated Balance of Payments and International Investment Position Manual Seventh Edition,International Monetary Fund,https://www.imf.org/-/media/Files/Data/Statistics/BPM6/draft-bpm7-wcv.ashx,BPM7 white-cover pre-edited version March 2025,false,false,true,true,verified,pre-edited,verified,External positions assets liabilities counterparties currency and stock-flow reconciliation.
SRC-009,Government Finance Statistics Manual 2014,International Monetary Fund,https://www.imf.org/external/np/sta/gfsm/pdf/text14.pdf,GFSM 2014,false,false,true,true,verified,verified,verified,Balance-sheet stocks assets liabilities net worth and economic versus legal ownership.
SRC-010,Manual on MFI balance sheet statistics,European Central Bank,https://www.ecb.europa.eu/pub/pdf/other/ecb.manualmfibalancesheetstatistics202402~8e4fc2ccca.en.pdf,February 2024,false,false,true,true,verified,verified,verified,Positions transactions reclassifications exchange-rate and other valuation adjustments.
SRC-011,2026 XBRL Taxonomies Update,United States Securities and Exchange Commission,https://www.sec.gov/newsroom/whats-new/2603-2026-xbrl-taxonomies-update,EDGAR release 26.1 supported 16 March 2026,false,false,true,true,verified,verified,verified,Current SEC-supported reporting taxonomy versions and compatibility boundaries.
SRC-012,LEI Common Data File Format 3.1,Global Legal Entity Identifier Foundation,https://www.gleif.org/en/lei-data/access-and-use-lei-data/level-1-data-lei-cdf-3-1-format,Version 3.1 published May 2021 current at access,false,false,true,true,verified,current-at-access,verified,Authoritative legal-entity identity and reference data boundary.
SRC-013,Global Financial Data Standards and ISO 4217 Currency Codes,SIX Group,https://www.six-group.com/en/products-services/financial-information/market-reference-data/data-standards.html,ISO 4217 Maintenance Agency lists current at access,false,false,true,true,verified,current-at-access,verified,Authoritative maintained currency and funds codes numeric codes and minor units.
SRC-014,PROV-O The PROV Ontology,World Wide Web Consortium,https://www.w3.org/TR/prov-o/,W3C Recommendation 30 April 2013,false,false,true,true,verified,verified,verified,Entity activity agent attribution derivation revision and qualified provenance.
SRC-015,Data on the Web Best Practices Data Quality Vocabulary,World Wide Web Consortium,https://www.w3.org/TR/vocab-dqv/,W3C Working Group Note 15 December 2016,false,false,true,true,verified,verified,verified,Quality dimensions metrics measurements annotations policies and certificates.
SRC-016,Date and Time on the Internet Timestamps,Internet Engineering Task Force,https://www.rfc-editor.org/info/rfc3339/,RFC 3339 July 2002 updated by RFC 9557,false,false,true,true,verified,verified,verified,Timestamps with seconds and explicit UTC relationship.
