source_id,title,organization,url,version_or_date,used_by_claude,used_by_grok,accepted_in_synthesis,live_status,version_status,claim_support_status,notes
SRC-001,Financial Data Standards - ISO 4217 (Currency codes),SIX Group AG (ISO 4217 Maintenance Agency),https://www.six-group.com/en/products-services/financial-information/data-standards.html,Accessed September 2026; states the January 2026 List One change for Bulgaria's euro adoption,true,false,true,unverified,unverified,unverified,
SRC-002,ISO 4217 List One: Current Currency & Funds (XML),SIX Group AG (ISO 4217 Maintenance Agency),https://www.six-group.com/dam/download/financial-information/data-center/iso-currrency/lists/list-one.xml,Published edition attribute Pblshd=2026-01-01,true,false,true,unverified,unverified,unverified,
SRC-003,ISO 4217 List Three: Historic Currencies & Funds (XML),SIX Group AG (ISO 4217 Maintenance Agency),https://www.six-group.com/dam/download/financial-information/data-center/iso-currrency/lists/list-three.xml,Published edition attribute Pblshd=2026-01-01,true,false,true,unverified,unverified,unverified,
SRC-004,XML Schema Part 2: Datatypes Second Edition - 3.2.3 decimal,World Wide Web Consortium (W3C),https://www.w3.org/TR/xmlschema-2/#decimal,"W3C Recommendation, 28 October 2004",true,false,true,unverified,unverified,unverified,
SRC-005,General Decimal Arithmetic Specification - The Arithmetic Model,IBM Corporation (Mike Cowlishaw),https://speleotrove.com/decimal/damodel.html,"Version 1.70, 7 April 2009",true,false,true,unverified,unverified,unverified,
SRC-006,IEEE 754-2019 - IEEE Standard for Floating-Point Arithmetic,Institute of Electrical and Electronics Engineers (IEEE),https://standards.ieee.org/ieee/754/6210/,Published 2019-07-22; approved 2019-06-13; active standard,true,false,true,unverified,unverified,unverified,
SRC-007,"Unicode Technical Standard #35: Locale Data Markup Language, Part 3 Numbers - Currencies",Unicode Consortium,https://www.unicode.org/reports/tr35/tr35-numbers.html#Currencies,UTS #35 version 48.2,true,false,true,unverified,unverified,unverified,
SRC-008,HL7 FHIR Release 5 - Data Types: Money,Health Level Seven International,https://hl7.org/fhir/datatypes.html#Money,"FHIR v5.0.0 (R5), 2023",true,false,true,unverified,unverified,unverified,
SRC-009,HL7 FHIR Release 5 - ValueSet/CodeSystem DataAbsentReason,Health Level Seven International,https://hl7.org/fhir/valueset-data-absent-reason.html,"FHIR v5.0.0 (R5), released 2023-03-26; code system URI http://terminology.hl7.org/CodeSystem/data-absent-reason",true,false,true,unverified,unverified,unverified,
SRC-010,Generation of JSON Schema Draft 2020-12 for ISO 20022 (Technical Support Group document),ISO 20022 Registration Authority / Technical Support Group,https://www.iso20022.org/sites/default/files/media/file/ISO_20022_Generation_of_JSON_Schema_Draft_2020_12_for_ISO_20022_2013_10June2025.pdf,Draft dated June/July 2025,true,false,true,unverified,unverified,unverified,
SRC-011,schema.org MonetaryAmount,Schema.org Community Group (W3C),https://schema.org/MonetaryAmount,"schema.org version 30.0, 2026-03-19",true,false,true,unverified,unverified,unverified,
SRC-012,Treasury Reporting Rates of Exchange (dataset documentation),"U.S. Department of the Treasury, Bureau of the Fiscal Service",https://fiscaldata.treasury.gov/datasets/treasury-reporting-rates-exchange/treasury-reporting-rates-of-exchange,Dataset last updated 2026-08-31; quarterly series covering 2001-03-31 onward,true,false,true,unverified,unverified,unverified,
SRC-013,"Decimal Arithmetic Specification — Arithmetic operations (quantize, compare, divide-integer, remainder, round-to-integral-value)",Mike Cowlishaw / IBM (speleotrove.com),https://speleotrove.com/decimal/daops.html,"version 1.70, 7 April 2009",true,false,true,unverified,unverified,unverified,
SRC-014,Council Regulation (EC) No 1103/97 of 17 June 1997 on certain provisions relating to the introduction of the euro,Council of the European Union (EUR-Lex),https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A31997R1103,"OJ L 162, 19.6.1997, p. 1–3; CELEX 31997R1103",true,false,true,unverified,unverified,unverified,
SRC-015,Rounding — consumer information on cash rounding in Ireland,Central Bank of Ireland,https://www.centralbank.ie/consumer-hub/rounding,national rollout from 28 October 2015,true,false,true,unverified,unverified,unverified,
SRC-016,Eliminating the penny from Canada's coinage system (archived),Government of Canada / Canada Revenue Agency,https://www.canada.ca/en/revenue-agency/programs/about-canada-revenue-agency-cra/federal-government-budgets/archived-budget-2012/archived-eliminating-penny-canada-s-coinage-system.html,"archived page, last modified 22 June 2017 (penny withdrawn from circulation 4 February 2013)",true,false,true,unverified,unverified,unverified,
SRC-017,Extensible Business Reporting Language (XBRL) 2.1 Recommendation,XBRL International,https://www.xbrl.org/Specification/XBRL-2.1/REC-2003-12-31/XBRL-2.1-REC-2003-12-31+corrected-errata-2013-02-20.html,"Recommendation of 31 December 2003, with errata corrected to 20 February 2013",true,false,true,unverified,unverified,unverified,
SRC-018,Peppol BIS Billing 3.0,"OpenPeppol AISBL, Post-Award Coordinating Community",https://docs.peppol.eu/poacc/billing/3.0/bis/,version 3.0.21,true,false,true,unverified,unverified,unverified,
SRC-019,Commission Regulation (EU) 2019/2104 amending Regulation (EC) No 1126/2008 as regards International Accounting Standards 1 and 8 (Definition of Material),European Commission (EUR-Lex),https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32019R2104,"OJ L 318, 10.12.2019, p. 74–78; subsequently consolidated into the later IFRS adoption regulation",true,false,true,unverified,unverified,unverified,
SRC-020,IAS 21 The Effects of Changes in Foreign Exchange Rates,IFRS Foundation / International Accounting Standards Board,https://www.ifrs.org/issued-standards/list-of-standards/ias-21-the-effects-of-changes-in-foreign-exchange-rates/,"Adopted April 2001, revised December 2003, amended August 2023 (Lack of Exchangeability); page state September 2026",true,false,true,unverified,unverified,unverified,
SRC-021,IFRS 13 Fair Value Measurement,IFRS Foundation / International Accounting Standards Board,https://www.ifrs.org/issued-standards/list-of-standards/ifrs-13-fair-value-measurement/,Issued May 2011; page state September 2026,true,false,true,unverified,unverified,unverified,
SRC-022,Lack of Exchangeability (Amendments to IAS 21) — completed project,IFRS Foundation / International Accounting Standards Board,https://www.ifrs.org/projects/completed-projects/2023/lack-of-exchangeability-research/,Amendments issued August 2023,true,false,true,unverified,unverified,unverified,
SRC-023,Euro foreign exchange reference rates,European Central Bank,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Daily publication regime; page accessed 3 September 2026,true,false,true,unverified,unverified,unverified,
SRC-024,ECB SDMX tutorial: using SDMX-ML to publish the euro foreign exchange reference rates,European Central Bank,https://www.ecb.europa.eu/stats/ecb_statistics/co-operation_and_standards/sdmx/html/tutorial.en.html,ECB statistics co-operation and standards page; accessed 3 September 2026,true,false,true,unverified,unverified,unverified,
SRC-025,Extensible Business Reporting Language (XBRL) 2.1 Recommendation,XBRL International,https://www.xbrl.org/specification/xbrl-2.1/rec-2003-12-31/xbrl-2.1-rec-2003-12-31+corrected-errata-2013-02-20.html,Recommendation 2003-12-31 with corrected errata 2013-02-20,true,false,true,unverified,unverified,unverified,
SRC-026,"Precision, Decimals and Units 1.0 (Working Group Note)",XBRL International,https://www.xbrl.org/WGN/precision-decimals-units/WGN-2017-01-11/precision-decimals-units-WGN-2017-01-11.html,"Working Group Note, 11 January 2017",true,false,true,unverified,unverified,unverified,
SRC-027,RFC 3339 — Date and Time on the Internet: Timestamps,Internet Engineering Task Force (IETF),https://www.rfc-editor.org/rfc/rfc3339,July 2002,true,false,true,unverified,unverified,unverified,
SRC-028,Regulation (EU) 2016/1011 on indices used as benchmarks in financial instruments and financial contracts (Benchmarks Regulation),European Parliament and Council of the European Union (via EUR-Lex),https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32016R1011,"8 June 2016; OJ L 171, 29.6.2016, p. 1-65",true,false,true,unverified,unverified,unverified,
SRC-029,Foreign Exchange Rates — H.10 / G.5: About,Board of Governors of the Federal Reserve System,https://www.federalreserve.gov/releases/h10/about.htm,"H.10 weekly release, country data updated Mondays 4:15 p.m.; accessed 3 September 2026",true,false,true,unverified,unverified,unverified,
SRC-030,FX Global Code,Global Foreign Exchange Committee (GFXC),https://www.globalfxc.org/fx-global-code/,Version last updated December 2024,true,false,true,unverified,unverified,unverified,
SRC-031,OTC foreign exchange turnover in April 2025 — Triennial Central Bank Survey,Bank for International Settlements (BIS),https://www.bis.org/statistics/rpfx25_fx.htm,"Preliminary results for April 2025 data; final data with the BIS Quarterly Review, December 2025",true,false,true,unverified,unverified,unverified,
