source_id,title,organization,url,version_or_date,used_by_claude,used_by_grok,accepted_in_synthesis,live_status,version_status,claim_support_status,notes
SRC-001,Principles for Financial Market Infrastructures (PFMI),Committee on Payments and Market Infrastructures (BIS) and IOSCO,https://www.bis.org/cpmi/info_pfmi.htm,"April 2012 (24 principles, 5 responsibilities)",true,false,true,unverified,unverified,unverified,
SRC-002,Objectives and Principles of Securities Regulation,International Organization of Securities Commissions (compendium record hosted by the Financial Stability Board),https://www.fsb.org/2017/05/cos_100601/,31 May 2017,true,false,true,unverified,unverified,unverified,
SRC-003,ISO 10383 Market Identifier Codes (MIC) registry and registration procedures,"ISO 10383 Registration Authority, S.W.I.F.T. SC (La Hulpe, Belgium)",https://www.iso20022.org/market-identifier-codes,"Registry list published 10 August 2026; monthly cycle, second Monday",true,true,true,unverified,unverified,unverified,
SRC-004,Commission Delegated Regulation (EU) 2017/580 - regulatory technical standards for the maintenance of relevant data relating to orders in financial instruments,European Commission (EUR-Lex),https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32017R0580,"24 June 2016; OJ L 87, 31 March 2017",true,false,true,unverified,unverified,unverified,
SRC-005,Commission Delegated Regulation (EU) 2017/574 - regulatory technical standards for the level of accuracy of business clocks,European Commission (EUR-Lex),https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32017R0574,"7 June 2016; OJ L 87, 31 March 2017",true,false,true,unverified,unverified,unverified,
SRC-006,Regulation (EU) No 600/2014 on markets in financial instruments (MiFIR),European Parliament and Council (EUR-Lex),https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32014R0600,"15 May 2014, as amended",true,false,true,unverified,unverified,unverified,
SRC-007,Regulation (EU) No 1227/2011 on wholesale energy market integrity and transparency (REMIT),European Parliament and Council (EUR-Lex),https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32011R1227,"25 October 2011, as amended",true,false,true,unverified,unverified,unverified,
SRC-008,Commission Implementing Regulation (EU) No 1348/2014 on data reporting implementing Article 8(2) and 8(6) of Regulation (EU) No 1227/2011,European Commission (EUR-Lex),https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32014R1348,17 December 2014,true,false,true,unverified,unverified,unverified,
SRC-009,"Designated Contract Markets (DCMs) - 23 Core Principles under Section 5(d) of the Commodity Exchange Act, 17 CFR Part 38",U.S. Commodity Futures Trading Commission,https://www.cftc.gov/IndustryOversight/TradingOrganizations/DCMs/index.htm,Current core-principle list as published by the CFTC,true,true,true,unverified,unverified,unverified,
SRC-010,ISO 17442 - the LEI code structure,Global Legal Entity Identifier Foundation (GLEIF),https://www.gleif.org/en/about-lei/iso-17442-the-lei-code-structure,"ISO 17442-1 (2012 basis), ISO 17442-2 published 2019",true,false,true,unverified,unverified,unverified,
