source_id,title,organization,url,version_or_date,used_by_claude,used_by_grok,used_by_codex,accepted_in_synthesis,live_status,version_status,claim_support_status,notes
SRC-001,Inventory on-hand list,Microsoft,https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-on-hand-list,Public page inspected 2026-09-09; revision pin pending,false,false,true,true,unverified,unverified,unverified,
SRC-002,Reserve inventory quantities,Microsoft,https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/reserve-inventory-quantities,Public page inspected 2026-09-09; revision pin pending,false,false,true,true,unverified,unverified,unverified,
SRC-003,Stock report,Odoo,https://www.odoo.com/documentation/18.0/applications/inventory_and_mrp/inventory/warehouses_storage/reporting/stock.html,Odoo 18.0,false,false,true,true,unverified,unverified,unverified,
SRC-004,Consignment,Odoo,https://www.odoo.com/documentation/18.0/applications/inventory_and_mrp/inventory/shipping_receiving/daily_operations/owned_stock.html,Odoo 18.0,false,false,true,true,unverified,unverified,unverified,
SRC-005,Inventory adjustments,Odoo,https://www.odoo.com/documentation/18.0/applications/inventory_and_mrp/inventory/warehouses_storage/inventory_management/count_products.html,Odoo 18.0,false,false,true,true,unverified,unverified,unverified,
SRC-006,EPCIS Standard,GS1,https://ref.gs1.org/standards/epcis/2.0.1/,URL 2.0.1; retrieved PDF header Release 2.0 June 2022,false,false,true,true,unverified,unverified,unverified,
SRC-007,Inventory Visibility public APIs,Microsoft,https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-visibility-api,2026-03-10,false,false,true,true,unverified,unverified,unverified,
SRC-008,Inventory Visibility reservations,Microsoft,https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-visibility-reservations,Public page inspected 2026-09-09; revision pin pending,false,false,true,true,unverified,unverified,unverified,
SRC-009,PROV-DM,W3C,https://www.w3.org/TR/prov-dm/,Recommendation 2013-04-30,false,false,true,true,unverified,unverified,unverified,
SRC-010,Date and Time on the Internet: Timestamps,IETF,https://www.rfc-editor.org/rfc/rfc3339,RFC 3339 July 2002,false,false,true,true,unverified,unverified,unverified,
