source_id,title,organization,url,version_or_date,used_by_claude,used_by_grok,accepted_in_synthesis,live_status,version_status,claim_support_status,notes
SRC-001,FIBO FBC/ProductsAndServices/ClientsAndAccounts ontology,EDM Council (standardised through OMG),https://raw.githubusercontent.com/edmcouncil/fibo/master/FBC/ProductsAndServices/ClientsAndAccounts.rdf,Ontology version IRI FBC/20260701; retrieved from the master branch,true,false,true,unverified,unverified,unverified,
SRC-002,Open Banking Read/Write API v4.0 - Accounts resource and data model,Open Banking Limited (UK),https://openbankinguk.github.io/read-write-api-site3/v4.0/resources-and-data-models/aisp/Accounts.html,Read/Write API specification v4.0,true,false,true,unverified,unverified,unverified,
SRC-003,"Directive 2014/92/EU on comparability of fees, payment account switching and access to payment accounts with basic features","European Union (Official Journal, EUR-Lex)",https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32014L0092,Adopted 23 July 2014; consolidated text on EUR-Lex,true,false,true,unverified,unverified,unverified,
SRC-004,Directive 2014/49/EU on deposit guarantee schemes,"European Union (Official Journal, EUR-Lex)",https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32014L0049,Adopted 16 April 2014,true,false,true,unverified,unverified,unverified,
SRC-005,"Dormant Bank and Building Society Accounts Act 2008, section 10 (Meaning of 'dormant')","UK Parliament (legislation.gov.uk, The National Archives)",https://www.legislation.gov.uk/ukpga/2008/31/section/10,2008 c.31; section in force 12 March 2009,true,false,true,unverified,unverified,unverified,
SRC-006,Introducing the Legal Entity Identifier (LEI),Global Legal Entity Identifier Foundation (GLEIF),https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei,"Current GLEIF publication, accessed 29 August 2026",true,false,true,unverified,unverified,unverified,
SRC-007,FDIC - Financial products insured by the FDIC and deposit insurance ownership categories,Federal Deposit Insurance Corporation (United States),https://www.fdic.gov/resources/deposit-insurance/financial-products-insured/index.html,"Current FDIC guidance, accessed 29 August 2026",true,false,true,unverified,unverified,unverified,
SRC-008,IBAN rules,Deutsche Bundesbank,https://www.bundesbank.de/en/tasks/payment-systems/services/iban-rules,"Current Bundesbank guidance, accessed 29 August 2026",true,false,true,unverified,unverified,unverified,
SRC-009,Required Rulemaking on Personal Financial Data Rights (12 CFR part 1033),Consumer Financial Protection Bureau (United States),https://www.consumerfinance.gov/rules-policy/final-rules/required-rulemaking-on-personal-financial-data-rights/,"Final rule issued 22 October 2024; 89 FR 90838, published 18 November 2024",true,false,true,unverified,unverified,unverified,
SRC-010,IEIM401505 - Financial Accounts: Introduction,HM Revenue and Customs (UK),https://www.gov.uk/hmrc-internal-manuals/international-exchange-of-information/ieim401505,"HMRC internal manual, page updated 31 July 2026",true,false,true,unverified,unverified,unverified,
SRC-011,IEIM401540 - Financial Accounts: Depository Account,HM Revenue and Customs (UK),https://www.gov.uk/hmrc-internal-manuals/international-exchange-of-information/ieim401540,"HMRC internal manual, page updated 31 July 2026",true,false,true,unverified,unverified,unverified,
SRC-012,ISO 20022 Message Definitions catalogue (business areas including acmt Account Management and camt Cash Management),ISO 20022 Registration Authority,https://www.iso20022.org/iso-20022-message-definitions,"Live catalogue, accessed 29 August 2026",true,false,true,unverified,unverified,unverified,
SRC-013,ISO 13616-1:2020 Financial services - International bank account number (IBAN) - Part 1: Structure of the IBAN,International Organization for Standardization,https://www.iso.org/standard/81090.html,"Second edition, published 2020",true,false,true,unverified,unverified,unverified,
SRC-014,Personal Financial Data Rights Reconsideration (advance notice of proposed rulemaking),Consumer Financial Protection Bureau (United States),https://www.consumerfinance.gov/rules-policy/rules-under-development/personal-financial-data-rights-reconsideration/,ANPR issued 22 August 2025,true,false,true,unverified,unverified,unverified,
