source_id,title,organization,url,version_or_date,used_by_claude,used_by_grok,used_by_codex,accepted_in_synthesis,live_status,version_status,claim_support_status,notes
SRC-001,Data on the Web Best Practices Data Quality Vocabulary,World Wide Web Consortium,https://www.w3.org/TR/vocab-dqv/,W3C Working Group Note 15 December 2016,false,false,true,true,verified,verified,verified,Dimensions metrics measurements annotations certificates policies and provenance; not a complete quality model.
SRC-002,Data Catalog Vocabulary DCAT Version 3,World Wide Web Consortium,https://www.w3.org/TR/vocab-dcat-3/,W3C Recommendation 22 August 2024,false,false,true,true,verified,verified,verified,Dataset distribution data service version and catalog projections.
SRC-003,Data on the Web Best Practices,World Wide Web Consortium,https://www.w3.org/TR/dwbp/,W3C Recommendation 31 January 2017,false,false,true,true,verified,verified,verified,Quality metadata version provenance and feedback publication guidance.
SRC-004,PROV-O The PROV Ontology,World Wide Web Consortium,https://www.w3.org/TR/prov-o/,W3C Recommendation 30 April 2013,false,false,true,true,verified,verified,verified,Entity activity agent attribution derivation revision and time.
SRC-005,Shapes Constraint Language SHACL,World Wide Web Consortium,https://www.w3.org/TR/shacl/,W3C Recommendation 20 July 2017,false,false,true,true,verified,verified,verified,Immutable-input validation and result reports with focus severity and constraint source.
SRC-006,JSON Schema Draft 2020-12,JSON Schema Project,https://json-schema.org/draft/2020-12,Published 16 June 2022,false,false,true,true,verified,verified,verified,Versioned JSON validation vocabulary and output profiles.
SRC-007,Semantic Sensor Network Ontology 2023 Edition,World Wide Web Consortium,https://www.w3.org/TR/vocab-ssn-2023/,W3C Recommendation 5 December 2024,false,false,true,true,verified,verified,verified,Observation procedure feature property sample result and result-quality semantics.
SRC-008,Data quality model,International Organization for Standardization,https://www.iso.org/standard/35736.html,ISO/IEC 25012:2008 confirmed 3 January 2025,false,false,true,true,verified,verified,limited,Public abstract and preview scope only; access-restricted clauses not inferred.
SRC-009,Measurement of data quality,International Organization for Standardization,https://www.iso.org/standard/35749.html,ISO/IEC 25024:2015 confirmed 2022,false,false,true,true,verified,verified,limited,Public abstract only; detailed measures and annexes not reproduced.
SRC-010,Information and data quality Concepts and measuring,International Organization for Standardization,https://www.iso.org/obp/ui?_escaped_fragment_=iso%3Astd%3Aiso%3A8000%3A-8%3Aed-1%3Av1%3Aen,ISO 8000-8:2015,false,false,true,true,verified,verified,limited,Public preview concepts only.
SRC-011,Geographic information Data quality Part 1 General requirements,International Organization for Standardization,https://www.iso.org/standard/78900.html,ISO 19157-1:2023,false,false,true,true,verified,verified,limited,Public abstract only; geospatial profile not generalized universally.
SRC-012,United Nations National Quality Assurance Frameworks Manual for Official Statistics,United Nations Statistics Division,https://unstats.un.org/unsd/statcom/50th-session/documents/BG-Item3d-NQAF-Manual-E.pdf,15 February 2019,false,false,true,true,verified,verified,verified,Official-statistics quality framework and lifecycle assurance profile.
SRC-013,Quality Framework and Guidelines for OECD Statistical Activities,Organisation for Economic Co-operation and Development,https://one.oecd.org/document/STD/QFS%282011%291/en/pdf,2011 revision published January 2012,false,false,true,true,verified,verified,verified,Statistical quality dimensions and self-assessment profile.
SRC-014,NIST Research Data Framework Version 2.0,National Institute of Standards and Technology,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/1500-18/NIST.SP.1500-18r2.html,NIST SP 1500-18r2 February 2024,false,false,true,true,verified,verified,verified,Research-data lifecycle and fit-for-purpose quality assessment.
SRC-015,Quantities Units Dimensions and Types Schema,QUDT.org,https://www.qudt.org/doc/2026/01/DOC_SCHEMA-QUDT.html,QUDT 3.1.10 15 January 2026,false,false,true,true,verified,verified,verified,Quantity value unit scale dimension and uncertainty projection.
SRC-016,Time Ontology in OWL,World Wide Web Consortium,https://www.w3.org/TR/owl-time/,W3C Recommendation 19 October 2017,false,false,true,true,verified,verified,verified,Instants intervals durations temporal reference systems and relations.
SRC-017,Date and Time on the Internet Timestamps,Internet Engineering Task Force,https://www.rfc-editor.org/info/rfc3339/,RFC 3339 July 2002,false,false,true,true,verified,verified,verified,Timestamps with seconds and explicit UTC relationship.
