source_id,organization,url,verification,checked_at,notes
SRC-001,IFRS Foundation,https://www.ifrs.org/issued-standards/list-of-standards/ifrs-9-financial-instruments/,official-index-verified,2026-09-06T19:30:00Z,"Official issued-standard page verified scope; licensed text was not reproduced."
SRC-002,IFRS Foundation,https://www.ifrs.org/issued-standards/list-of-standards/ifrs-7-financial-instruments-disclosures/,official-index-verified,2026-09-06T19:30:00Z,"Official issued-standard page verified disclosure context and standard identity."
SRC-003,IFRS Foundation,https://www.ifrs.org/issued-standards/list-of-standards/ias-32-financial-instruments-presentation/,official-index-verified,2026-09-06T19:30:00Z,"Official issued-standard page verified presentation context and debt/equity boundary."
SRC-004,"IMF, BIS and ECB",https://www.imf.org/-/media/files/data/statistics/wgsd/hss.pdf,official-pdf-verified,2026-09-06T19:30:00Z,"Official consolidated handbook verified debt-security, issue, position, amount, coupon, maturity and valuation distinctions."
SRC-005,Bank for International Settlements,https://www.bis.org/publications/introduction-bis-statistics,official-page-verified,2026-09-06T19:30:00Z,"Official overview verified BIS statistics scope."
SRC-006,Bank for International Settlements,https://www.bis.org/statistics/secstats.htm,official-page-verified,2026-09-06T19:30:00Z,"Official page verified debt-securities statistics dimensions."
SRC-007,International Organization for Standardization,https://www.iso.org/standard/78502.html,official-catalogue-verified,2026-09-06T19:30:00Z,"Official ISO page verified ISO 6166:2021 identity."
SRC-008,International Organization for Standardization,https://www.iso.org/standard/81140.html,official-catalogue-verified,2026-09-06T19:30:00Z,"Official ISO page verified ISO 10962:2021 identity."
SRC-009,International Organization for Standardization,https://www.iso.org/iso-4217-currency-codes.html,official-maintenance-page-verified,2026-09-06T19:30:00Z,"Official maintenance page verified currency-code authority."
SRC-010,International Organization for Standardization,https://www.iso.org/standard/78829.html,official-catalogue-verified,2026-09-06T19:30:00Z,"Official ISO page verified ISO 17442-1:2020 identity."
SRC-011,Object Management Group,https://www.omg.org/spec/FIGI,official-specification-page-verified,2026-09-06T19:30:00Z,"Official page verified FIGI 1.2 as formal March 2026 release; beta material was excluded."
SRC-012,EDM Council,https://spec.edmcouncil.org/fibo/index.html,official-index-verified,2026-09-06T19:30:00Z,"Official FIBO index verified modular ontology and release context."
SRC-013,EDM Council,https://spec.edmcouncil.org/fibo/ontology/SEC/Debt/DebtInstruments/,official-ontology-page-verified,2026-09-06T19:30:00Z,"Official master/latest debt ontology page verified; development-release hold retained."
SRC-014,EDM Council,https://spec.edmcouncil.org/fibo/ontology/SEC/Debt/Bonds/,official-ontology-page-verified,2026-09-06T19:30:00Z,"Official master/latest bond ontology page verified; development-release hold retained."
SRC-015,EDM Council,https://spec.edmcouncil.org/fibo/ontology/SEC/Debt/AssetBackedSecurities/,official-ontology-page-verified,2026-09-06T19:30:00Z,"Official master/latest ABS ontology page verified; development-release hold retained."
SRC-016,ISO 20022 Registration Authority,https://www.iso20022.org/iso-20022-message-definitions,official-catalogue-verified,2026-09-06T19:30:00Z,"Official catalogue verified versioned message-definition context."
SRC-017,XBRL International,https://specifications.xbrl.org/work-product-index-group-base-spec-base-spec.html,official-specification-index-verified,2026-09-06T19:30:00Z,"Official index verified XBRL 2.1 recommendation and errata context."
SRC-018,Internet Engineering Task Force,https://www.rfc-editor.org/rfc/rfc3339.html,official-standard-verified,2026-09-06T19:30:00Z,"Official RFC verified timestamp syntax and offset semantics."
SRC-019,World Wide Web Consortium,https://www.w3.org/TR/prov-o/,official-recommendation-verified,2026-09-06T19:30:00Z,"Official W3C Recommendation verified provenance semantics."
SRC-020,World Wide Web Consortium,https://www.w3.org/TR/vocab-dqv/,official-note-verified,2026-09-06T19:30:00Z,"Official W3C note verified quality vocabulary scope."
SRC-021,World Wide Web Consortium,https://www.w3.org/TR/odrl-model/,official-recommendation-verified,2026-09-06T19:30:00Z,"Official W3C Recommendation verified policy semantics."
SRC-022,World Wide Web Consortium,https://www.w3.org/TR/owl-time/,official-recommendation-verified,2026-09-06T19:30:00Z,"Official W3C Recommendation verified interval and instant semantics."
SRC-023,World Wide Web Consortium,https://www.w3.org/TR/skos-reference/,official-recommendation-verified,2026-09-06T19:30:00Z,"Official W3C Recommendation verified vocabulary and mapping semantics."
SRC-024,EDM Council,https://spec.edmcouncil.org/fibo/page/owl,official-release-guidance-verified,2026-09-06T19:30:00Z,"Official page verified production-versus-development release distinction."
