source_id,organization,url,verification,checked_at,notes
SRC-001,International Association of Insurance Supervisors,https://www.iaisweb.org/uploads/2024/12/IAIS-ICPs-and-ComFrame-adopted-in-December-2024.pdf,official-pdf-verified,2026-09-06T19:05:00Z,"Official December 2024 ICP and ComFrame PDF verified ICP 19 claims-conduct and ICP 21 fraud-control scope."
SRC-002,National Association of Insurance Commissioners,https://content.naic.org/sites/default/files/model-law-900.pdf,official-pdf-verified,2026-09-06T19:05:00Z,"Official Model 900 PDF verified unfair claims practices scope and model-law status."
SRC-003,National Association of Insurance Commissioners,https://content.naic.org/sites/default/files/model-law-902.pdf,official-pdf-verified,2026-09-06T19:05:00Z,"Official Model 902 PDF verified property and casualty claim-file, investigation, evidence, communication and settlement profile."
SRC-004,National Association of Insurance Commissioners,https://content.naic.org/sites/default/files/model-law-910.pdf,official-pdf-verified,2026-09-06T19:05:00Z,"Official Model 910 PDF verified market-conduct record production and retention profile."
SRC-005,Financial Conduct Authority,https://handbook.fca.org.uk/handbook/icobs8,official-rule-verified,2026-09-06T19:05:00Z,"Official ICOBS 8 page verified prompt and fair handling, presentation, quantified damages, reasoned reply or offer and agreed settlement distinctions."
SRC-006,European Insurance and Occupational Pensions Authority,https://www.eiopa.europa.eu/publications/guidelines-complaints-handling-insurance-undertakings_en,official-index-verified,2026-09-06T19:05:00Z,"Official EIOPA page verified complaints-handling guidance and the claim-versus-complaint boundary."
SRC-007,European Union,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX%3A32009L0103,official-law-verified,2026-09-06T19:05:00Z,"Official EUR-Lex motor-insurance directive verified injured-party claim, quantified damages and reasoned-offer or reply profile."
SRC-008,European Union,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32016L0097,official-law-verified,2026-09-06T19:05:00Z,"Official EUR-Lex insurance-distribution directive verified conduct, complaint and redress context."
SRC-009,United Kingdom Legislation,https://www.legislation.gov.uk/ukpga/2016/12/notes/division/6/index.htm,official-law-notes-verified,2026-09-06T19:05:00Z,"Official explanatory notes verified valid-claim, assessment-time, payment, remedy and limitation distinctions."
SRC-010,Health Level Seven International,https://hl7.org/fhir/R5/claim.html,official-standard-verified,2026-09-06T19:05:00Z,"Official FHIR 5.0.0 Claim page verified request-side scope, resource maturity and boundary from adjudication response."
SRC-011,Health Level Seven International,https://hl7.org/fhir/R5/claim-definitions.html,official-schema-verified,2026-09-06T19:05:00Z,"Official FHIR 5.0.0 detailed definitions verified claim element meaning and cardinality."
SRC-012,Health Level Seven International,https://hl7.org/fhir/R5/claimresponse.html,official-standard-verified,2026-09-06T19:05:00Z,"Official FHIR 5.0.0 ClaimResponse page verified separate adjudication, decision, allowed, payable, reserve and payment information."
SRC-013,Health Level Seven International,https://hl7.org/fhir/R5/explanationofbenefit.html,official-standard-verified,2026-09-06T19:05:00Z,"Official FHIR 5.0.0 ExplanationOfBenefit page verified patient-facing combined projection semantics."
SRC-014,Health Level Seven International,https://hl7.org/fhir/R5/coverage.html,official-standard-verified,2026-09-06T19:05:00Z,"Official FHIR 5.0.0 Coverage page verified external policy and beneficiary context."
SRC-015,Health Level Seven International,https://hl7.org/fhir/R5/coverageeligibilityrequest.html,official-standard-verified,2026-09-06T19:05:00Z,"Official FHIR 5.0.0 eligibility request page verified inquiry-versus-claim distinction."
SRC-016,Health Level Seven International,https://hl7.org/fhir/R5/coverageeligibilityresponse.html,official-standard-verified,2026-09-06T19:05:00Z,"Official FHIR 5.0.0 eligibility response page verified coverage-status and benefit-detail boundary."
SRC-017,Association for Cooperative Operations Research and Development,https://www-dev.acord.org/standards-architecture/acord-data-standards/Property_Casualty_Data_Standards,official-public-index-verified,2026-09-06T19:05:00Z,"Official public ACORD page verified P&C XML 2.13.0 and claim transaction families; licensed artifacts were not accessed."
SRC-018,European Union,https://eur-lex.europa.eu/eli/reg/2016/679/oj,official-law-verified,2026-09-06T19:05:00Z,"Official GDPR text verified purpose, minimization, accuracy, security, rights and special-category safeguards."
SRC-019,International Organization for Standardization,https://www.iso.org/iso-4217-currency-codes.html,official-registry-verified,2026-09-06T19:05:00Z,"Official ISO maintenance page verified the currency-code authority and update mechanism."
SRC-020,Internet Engineering Task Force,https://www.rfc-editor.org/rfc/rfc3339.html,official-standard-verified,2026-09-06T19:05:00Z,"Official RFC verified timestamps with seconds and explicit UTC offset."
SRC-021,World Wide Web Consortium,https://www.w3.org/TR/prov-o/,official-recommendation-verified,2026-09-06T19:05:00Z,"Official W3C Recommendation verified provenance entity, activity, agent, derivation, revision and invalidation semantics."
SRC-022,World Wide Web Consortium,https://www.w3.org/TR/vocab-dqv/,official-note-verified,2026-09-06T19:05:00Z,"Official W3C note verified data-quality measurement and annotation concepts."
SRC-023,World Wide Web Consortium,https://www.w3.org/TR/odrl-model/,official-recommendation-verified,2026-09-06T19:05:00Z,"Official W3C Recommendation verified permissions, prohibitions, duties and constraints."
SRC-024,International Organization for Standardization,https://www.iso.org/iso-3166-country-codes.html,official-registry-verified,2026-09-06T19:05:00Z,"Official ISO maintenance page verified country and subdivision code authority without deciding jurisdiction."
