source_id,title,organization,url,version_or_date,used_by_claude,used_by_grok,used_by_codex,accepted_in_synthesis,live_status,version_status,claim_support_status,notes
SRC-001,Artificial Intelligence Risk Management Framework AI RMF 1.0,National Institute of Standards and Technology,https://www.nist.gov/publications/artificial-intelligence-risk-management-framework-ai-rmf-10,NIST AI 100-1 26 January 2023,false,false,true,true,verified,verified,verified,Revision in progress at access; inspected 1.0 remains pinned.
SRC-002,Artificial Intelligence Risk Management Framework Generative Artificial Intelligence Profile,National Institute of Standards and Technology,https://nvlpubs.nist.gov/nistpubs/ai/NIST.AI.600-1.pdf,NIST AI 600-1 July 2024,false,false,true,true,verified,verified,verified,
SRC-003,Secure Software Development Practices for Generative AI and Dual-Use Foundation Models,National Institute of Standards and Technology,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-218A.pdf,NIST SP 800-218A July 2024,false,false,true,true,verified,verified,verified,
SRC-004,Regulation EU 2024/1689 Artificial Intelligence Act,European Union,https://eur-lex.europa.eu/eli/reg/2024/1689/oj,13 June 2024 official journal text,false,false,true,true,verified,verified,verified,European Union legal profile.
SRC-005,Regulation EU 2016/679 General Data Protection Regulation,European Union,https://eur-lex.europa.eu/eli/reg/2016/679/oj,27 April 2016 applicable from 25 May 2018,false,false,true,true,verified,verified,verified,European Union legal profile.
SRC-006,PROV-O The PROV Ontology,World Wide Web Consortium,https://www.w3.org/TR/prov-o/,W3C Recommendation 30 April 2013,false,false,true,true,verified,verified,verified,
SRC-007,OpenLineage Object Model,OpenLineage,https://openlineage.io/docs/spec/object-model/,Specification 1.53.0 current at access,false,false,true,true,verified,current-at-access,verified,
SRC-008,MLflow Tracking,MLflow,https://mlflow.org/docs/latest/ml/tracking/,Latest first-party documentation at access,false,false,true,true,verified,current-at-access,limited,Implementation profile must be release-pinned on adoption.
SRC-009,ML Metadata,TensorFlow,https://www.tensorflow.org/tfx/guide/mlmd,First-party documentation current at access,false,false,true,true,verified,current-at-access,limited,Implementation profile must be release-pinned on adoption.
SRC-010,Kubeflow Trainer Overview,Kubeflow,https://www.kubeflow.org/docs/components/trainer/overview/,Kubeflow Trainer 2.1.0 profile current at access,false,false,true,true,verified,verified,limited,Implementation profile.
SRC-011,SLSA Terminology,Open Source Security Foundation,https://slsa.dev/spec/v1.1/terminology,SLSA 1.1,false,false,true,true,verified,verified,verified,
SRC-012,Open Container Initiative Image Format Specification,Open Container Initiative,https://github.com/opencontainers/image-spec/tree/v1.1.1,OCI Image Specification 1.1.1 3 March 2025,false,false,true,true,verified,verified,verified,
SRC-013,OpenTelemetry Specification,OpenTelemetry,https://opentelemetry.io/docs/specs/otel/,Specification 1.60.0 semantic conventions 1.44.0 at access,false,false,true,true,verified,verified,verified,
SRC-014,MLPerf Training,MLCommons,https://mlcommons.org/benchmarks/training/,MLPerf Training v6.0 current at access,false,false,true,true,verified,verified,limited,Benchmark profile; official per-release rules remain source of truth.
SRC-015,Software Carbon Intensity Specification,Green Software Foundation,https://sci.greensoftware.foundation/,SCI 1.1.0,false,false,true,true,verified,verified,verified,
SRC-016,Date and Time on the Internet Timestamps,Internet Engineering Task Force,https://www.rfc-editor.org/info/rfc3339/,RFC 3339 July 2002,false,false,true,true,verified,verified,verified,
SRC-017,Reproducibility,PyTorch,https://docs.pytorch.org/docs/2.14/notes/randomness.html,PyTorch 2.14 documentation updated 14 May 2026,false,false,true,true,verified,verified,verified,Implementation-specific reproducibility profile.
