source_id,title,organization,url,version_or_date,used_by_claude,used_by_grok,used_by_codex,accepted_in_synthesis,live_status,version_status,claim_support_status,notes
SRC-001,"ISO 21500:2021 Project, programme and portfolio management - Context and concepts",International Organization for Standardization,https://www.iso.org/standard/75704.html,"ISO 21500:2021, Edition 2; official catalogue abstract only",false,false,true,true,unverified,unverified,unverified,
SRC-002,"ISO 21502:2020 Project, programme and portfolio management - Guidance on project management",International Organization for Standardization,https://www.iso.org/standard/74947.html,"ISO 21502:2020, Edition 1; official catalogue abstract only",false,false,true,true,unverified,unverified,unverified,
SRC-003,ArchiMate Model Exchange File Format for the ArchiMate Modeling Language,The Open Group,https://www.opengroup.org/xsd/archimate/3.1/html-model/,ArchiMate 3.1 exchange schema documentation,false,false,true,true,unverified,unverified,unverified,
SRC-004,ArchiMate Certification Program,The Open Group,https://www.opengroup.org/certifications/archimate,"ArchiMate certification program page, accessed 2026-09-06",false,false,true,true,unverified,unverified,unverified,
SRC-005,IATI Activity Standard: iati-activity,International Aid Transparency Initiative,https://reference.iatistandard.org/en/iati-standard/203/activity-standard/iati-activities/iati-activity/,IATI Standard 2.03,false,false,true,true,unverified,unverified,unverified,
SRC-006,IATI Activity Status codelist,International Aid Transparency Initiative,https://reference.iatistandard.org/en/iati-standard/203/codelists/activitystatus/,IATI Standard 2.03 core codelist,false,false,true,true,unverified,unverified,unverified,
SRC-007,The Green Book 2026,"HM Treasury, United Kingdom",https://www.gov.uk/government/publications/the-green-book-appraisal-and-evaluation-in-central-government/the-green-book-2026,2026 edition,false,false,true,true,unverified,unverified,unverified,
SRC-008,Guidance on developing business cases,"HM Treasury, United Kingdom",https://www.gov.uk/government/publications/guidance-on-developing-business-cases,Updated 30 June 2026,false,false,true,true,unverified,unverified,unverified,
SRC-009,PM2 Project Management,European Commission,https://pm2.europa.eu/pm2-methodologies/pm2-project-management_en,PM2 Project Management Guide 3.1,false,false,true,true,unverified,unverified,unverified,
SRC-010,Activity Vocabulary,World Wide Web Consortium,https://www.w3.org/TR/activitystreams-vocabulary/,"W3C Recommendation, 23 May 2017",false,false,true,true,unverified,unverified,unverified,
SRC-011,PROV-O: The PROV Ontology,World Wide Web Consortium,https://www.w3.org/TR/prov-o/,"W3C Recommendation, 30 April 2013",false,false,true,true,unverified,unverified,unverified,
SRC-012,Effective Results Frameworks for Sustainable Development,Organisation for Economic Co-operation and Development,https://www.oecd.org/en/publications/effective-results-frameworks-for-sustainable-development_aaa4bb52-en.html,"OECD Publishing, 2024",false,false,true,true,unverified,unverified,unverified,
SRC-013,NIST Privacy Framework,National Institute of Standards and Technology,https://www.nist.gov/privacy-framework,Privacy Framework 1.0; version 1.1 initial public draft available,false,false,true,true,unverified,unverified,unverified,
SRC-014,Disposing of records,"The National Archives, United Kingdom",https://www.nationalarchives.gov.uk/information-management/manage-information/policy-process/disposal/,"Official records-management guidance, accessed 2026-09-06",false,false,true,true,unverified,unverified,unverified,
SRC-015,Date and Time on the Internet: Timestamps,Internet Engineering Task Force,https://www.rfc-editor.org/rfc/rfc3339,"RFC 3339, July 2002, updated by RFC 9557",false,false,true,true,unverified,unverified,unverified,
