source_id,title,organization,url,version_or_date,used_by_claude,used_by_grok,used_by_codex,accepted_in_synthesis,live_status,version_status,claim_support_status,notes
SRC-001,Artificial Intelligence Risk Management Framework AI RMF 1.0,National Institute of Standards and Technology,https://www.nist.gov/publications/artificial-intelligence-risk-management-framework-ai-rmf-10,NIST AI 100-1 26 January 2023,false,false,true,true,verified,verified,verified,Revision in progress at access; inspected 1.0 remains pinned.
SRC-002,Artificial Intelligence Risk Management Framework Generative Artificial Intelligence Profile,National Institute of Standards and Technology,https://nvlpubs.nist.gov/nistpubs/ai/NIST.AI.600-1.pdf,NIST AI 600-1 July 2024,false,false,true,true,verified,verified,verified,
SRC-003,Secure Software Development Practices for Generative AI and Dual-Use Foundation Models,National Institute of Standards and Technology,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-218A.pdf,NIST SP 800-218A July 2024,false,false,true,true,verified,verified,verified,
SRC-004,Regulation EU 2024/1689 Artificial Intelligence Act,European Union,https://eur-lex.europa.eu/eli/reg/2024/1689/oj,13 June 2024 official journal text,false,false,true,true,verified,verified,verified,European Union legal profile.
SRC-005,Regulation EU 2016/679 General Data Protection Regulation,European Union,https://eur-lex.europa.eu/eli/reg/2016/679/oj,27 April 2016 applicable from 25 May 2018,false,false,true,true,verified,verified,verified,European Union legal profile.
SRC-006,PROV-O The PROV Ontology,World Wide Web Consortium,https://www.w3.org/TR/prov-o/,W3C Recommendation 30 April 2013,false,false,true,true,verified,verified,verified,
SRC-007,Data Catalog Vocabulary DCAT Version 3,World Wide Web Consortium,https://www.w3.org/TR/vocab-dcat-3/,W3C Recommendation 22 August 2024,false,false,true,true,verified,verified,verified,AI model cataloging requires a DCAT profile extension.
SRC-008,Model Registry Workflows,MLflow,https://mlflow.org/docs/latest/ml/model-registry/workflow/,Latest first-party documentation at access stages deprecated since 2.9.0,false,false,true,true,verified,current-at-access,limited,Implementation profile must be release-pinned on adoption.
SRC-009,Model Cards,Hugging Face,https://huggingface.co/docs/hub/model-cards,Hub documentation current at access,false,false,true,true,verified,current-at-access,limited,Platform-specific card and discovery profile.
SRC-010,Model Cards for Model Reporting,Google Research,https://research.google/pubs/model-cards-for-model-reporting/,2019 publication,false,false,true,true,verified,verified,verified,
SRC-011,SPDX Specification AI Profile,SPDX,https://spdx.github.io/spdx-spec/v3.0.1/model/AI/AI/,SPDX 3.0.1,false,false,true,true,verified,verified,verified,
SRC-012,CycloneDX Bill of Materials Specification,OWASP CycloneDX,https://github.com/CycloneDX/specification,CycloneDX 1.7 21 October 2025,false,false,true,true,verified,verified,verified,
SRC-013,SLSA Terminology,Open Source Security Foundation,https://slsa.dev/spec/v1.1/terminology,SLSA 1.1,false,false,true,true,verified,verified,verified,
SRC-014,OCI Distribution Specification,Open Container Initiative,https://github.com/opencontainers/distribution-spec/releases/tag/v1.1.1,OCI Distribution Specification 1.1.1,false,false,true,true,verified,verified,verified,
SRC-015,Verifying Signatures,Sigstore,https://docs.sigstore.dev/cosign/verifying/verify/,Cosign first-party documentation current at access,false,false,true,true,verified,current-at-access,limited,Verification does not establish model quality or safety.
SRC-016,OpenLineage Object Model,OpenLineage,https://openlineage.io/docs/spec/object-model/,Specification 1.53.0 current at access,false,false,true,true,verified,current-at-access,verified,
SRC-017,Date and Time on the Internet Timestamps,Internet Engineering Task Force,https://www.rfc-editor.org/info/rfc3339/,RFC 3339 July 2002,false,false,true,true,verified,verified,verified,
