source_id,title,organization,url,version_or_date,used_by_claude,used_by_grok,used_by_codex,accepted_in_synthesis,live_status,version_status,claim_support_status,notes
SRC-001,"Akoma Ntoso Version 1.0, Part 1: XML Vocabulary",OASIS,https://docs.oasis-open.org/legaldocml/akn-core/v1.0/os/part1-vocabulary/akn-core-v1.0-os-part1-vocabulary.html,"OASIS Standard, 29 August 2018",false,false,true,true,unverified,unverified,unverified,
SRC-002,LegalRuleML Core Specification Version 1.0,OASIS,https://docs.oasis-open.org/legalruleml/legalruleml-core-spec/v1.0/os/legalruleml-core-spec-v1.0-os.html,"OASIS Standard, 30 August 2021",false,false,true,true,unverified,unverified,unverified,
SRC-003,Council Conclusions on the European Case Law Identifier and minimum uniform metadata,Council of the European Union,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A52019XG1024%2801%29,"2019/C 360/01, 24 October 2019",false,false,true,true,unverified,unverified,unverified,
SRC-004,UNCITRAL Arbitration Rules,United Nations Commission on International Trade Law,https://uncitral.un.org/en/texts/arbitration/contractualtexts/arbitration,Rules through 2021 expedited provisions,false,false,true,true,unverified,unverified,unverified,
SRC-005,UNCITRAL Model Law on International Commercial Arbitration,United Nations Commission on International Trade Law,https://uncitral.un.org/en/texts/arbitration/modellaw/commercial_arbitration,1985 with amendments adopted in 2006,false,false,true,true,unverified,unverified,unverified,
SRC-006,Convention on the Recognition and Enforcement of Foreign Judgments in Civil or Commercial Matters,Hague Conference on Private International Law,https://www.hcch.net/en/instruments/conventions/full-text/?cid=137,HCCH 2019 Judgments Convention,false,false,true,true,unverified,unverified,unverified,
SRC-007,Convention on the Service Abroad of Judicial and Extrajudicial Documents,Hague Conference on Private International Law,https://www.hcch.net/en/instruments/conventions/full-text/?cid=17,HCCH 1965 Service Convention,false,false,true,true,unverified,unverified,unverified,
SRC-008,PROV-O: The PROV Ontology,World Wide Web Consortium,https://www.w3.org/TR/prov-o/,"W3C Recommendation, 30 April 2013",false,false,true,true,unverified,unverified,unverified,
SRC-009,Time Ontology in OWL,World Wide Web Consortium,https://www.w3.org/TR/owl-time/,"W3C Candidate Recommendation Draft, 15 November 2022",false,false,true,true,unverified,unverified,unverified,
SRC-010,Date and Time on the Internet: Timestamps,Internet Engineering Task Force,https://www.rfc-editor.org/rfc/rfc3339,"RFC 3339, July 2002",false,false,true,true,unverified,unverified,unverified,
