source_id,url,verification,status,checked_at,notes
SRC-001,https://www.tmforum.org/open-digital-architecture/open-apis/sales-management-api-TMF699/v5.0.0,verified-web-index-official,primary-official,2026-09-06T16:02:00Z,"Official TM Forum Sales Management API page covering sales leads, opportunities and quotes; visible path and release labelling are inconsistent, retained as a publication hold."
SRC-002,https://www.tmforum.org/open-digital-architecture/open-apis/customer-management-api-TMF629/v5.0,verified-web-index-official,primary-official,2026-09-06T16:02:00Z,"Official TM Forum Customer Management API page separates customer and account masters from a sales pursuit."
SRC-003,https://www.tmforum.org/resources/standard/tmf632-party-management-api-rest-specification-r19-0-0/,verified-web-index-official,primary-official,2026-09-06T16:02:00Z,"Official TM Forum Party Management API publication supports external party and organization identity boundaries."
SRC-004,https://www.tmforum.org/resources/specification/tmf648-quote-api-rest-specification-r16-0-1/,verified-web-index-official,primary-official,2026-09-06T16:02:00Z,"Official TM Forum Quote API publication supports a separate quote lifecycle boundary."
SRC-005,https://www.tmforum.org/open-digital-architecture/open-apis/product-catalog-management-api-TMF620/v5.0,verified-web-index-official,primary-official,2026-09-06T16:02:00Z,"Official Product Catalog Management API page supports external offering and specification references."
SRC-006,https://www.tmforum.org/open-digital-architecture/open-apis,verified-web-index-official,primary-official,2026-09-06T16:02:00Z,"Official Open API Directory confirms separate sales, customer, party, product, quote and ordering API families."
SRC-007,https://docs.oasis-open.org/ubl/UBL-2.3.html,verified-direct-official,primary-official,2026-09-06T16:02:00Z,"Official OASIS UBL 2.3 distinguishes RequestForQuotation and Quotation from later ordering commitments."
SRC-008,https://schema.org/Demand,verified-direct-official,primary-official,2026-09-06T16:02:00Z,"Official Schema.org Demand vocabulary supports public demand and need discovery without defining a private CRM aggregate."
SRC-009,https://schema.org/Offer,verified-direct-official,primary-official,2026-09-06T16:02:00Z,"Official Schema.org Offer vocabulary supports offer and price projection boundaries."
SRC-010,https://eur-lex.europa.eu/eli/reg/2016/679/oj,verified-direct-official,primary-official,2026-09-06T16:02:00Z,"Official GDPR text supports purpose limitation, minimisation, lawful basis, rights, profiling safeguards and retention controls for personal sales data."
SRC-011,https://eur-lex.europa.eu/eli/dir/2002/58/oj,verified-direct-official,primary-official,2026-09-06T16:02:00Z,"Official ePrivacy Directive text supports jurisdiction-scoped direct-marketing and communication constraints."
SRC-012,https://www.ftc.gov/business-guidance/resources/can-spam-act-compliance-guide-business,verified-direct-official,primary-official,2026-09-06T16:02:00Z,"Official FTC business guidance supports a separate United States commercial-email compliance profile."
SRC-013,https://www.w3.org/TR/vocab-org/,verified-direct-official,primary-official,2026-09-06T16:02:00Z,"W3C Organization Ontology supports organizations, units, posts, memberships and roles without making them sales-case-owned identities."
SRC-014,https://www.rfc-editor.org/rfc/rfc3339.html,verified-direct-official,primary-official,2026-09-06T16:02:00Z,"RFC 3339 defines interoperable timestamps with seconds and explicit UTC relation."
SRC-015,https://www.w3.org/TR/prov-o/,verified-direct-official,primary-official,2026-09-06T16:02:00Z,"W3C PROV-O defines entities, activities, agents, attribution, derivation and revision provenance."
SRC-016,https://www.w3.org/TR/vocab-dqv/,verified-direct-official,primary-official,2026-09-06T16:02:00Z,"W3C DQV defines quality dimensions, measurements, annotations and policies for score and forecast evidence."
SRC-017,https://www.w3.org/TR/odrl-model/,verified-direct-official,primary-official,2026-09-06T16:02:00Z,"W3C ODRL defines permissions, prohibitions, duties, parties, assets and constraints for policy projection."
SRC-018,https://spec.openapis.org/oas/v3.1.1.html,verified-direct-official,primary-official,2026-09-06T16:02:00Z,"Official OpenAPI 3.1.1 specification supports loss-aware HTTP API projections and security declarations."
