source_id,title,organization,url,version_or_date,used_by_claude,used_by_grok,accepted_in_synthesis,live_status,version_status,claim_support_status,notes
SRC-001,31 U.S.C. 1115 — Federal Government and agency performance plans,"Office of the Law Revision Counsel, U.S. House of Representatives (via GovInfo)",https://www.govinfo.gov/content/pkg/USCODE-2023-title31/html/USCODE-2023-title31-subtitleII-chap11-sec1115.htm,2023 edition of the United States Code (GPRA Modernization Act codification),true,false,true,unverified,unverified,unverified,
SRC-002,"Commission Regulation (EU) 2017/1505 amending Annexes I, II and III to Regulation (EC) No 1221/2009 (EMAS)",European Commission / EUR-Lex,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32017R1505,28 August 2017,true,false,true,unverified,unverified,unverified,
SRC-003,Regulation (EC) No 1221/2009 on the voluntary participation by organisations in a Community eco-management and audit scheme (EMAS),European Parliament and Council / EUR-Lex,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32009R1221,25 November 2009 (consolidated text as published on EUR-Lex),true,false,true,unverified,unverified,unverified,
SRC-004,"ESRS 2 General Disclosures — Minimum Disclosure Requirement Targets (MDR-T), paragraphs 78-81",EFRAG (European Financial Reporting Advisory Group) Knowledge Hub,https://knowledgehub.efrag.org/eng/interactive/esrs-set-1/esrs-2-general-disclosures/2025-11-10-quick-fix,"ESRS Set 1, consolidated rendering including the 2025-11-10 quick fix",true,false,true,unverified,unverified,unverified,
SRC-005,Commission Delegated Regulation (EU) 2023/2772 supplementing Directive 2013/34/EU as regards sustainability reporting standards,European Commission / EUR-Lex,https://eur-lex.europa.eu/eli/reg_del/2023/2772/2025-01-01/eng,Adopted 31 July 2023; consolidated version applicable from 1 January 2025,true,false,true,unverified,unverified,unverified,
SRC-006,SDG Indicators — Global indicator framework for the Sustainable Development Goals and targets of the 2030 Agenda,United Nations Statistics Division / Inter-Agency and Expert Group on SDG Indicators,https://unstats.un.org/sdgs/indicators/indicators-list/,"Framework after the 2026 refinement (E/CN.3/2026/12, Annex I; 57th session of the UN Statistical Commission, March 2026)",true,false,true,unverified,unverified,unverified,
SRC-007,iStar 2.0 Language Guide,"Dalpiaz, Franch and Horkoff (arXiv:1605.07767)",https://ar5iv.labs.arxiv.org/html/1605.07767,"arXiv preprint, 2016 (v4)",true,false,true,unverified,unverified,unverified,
SRC-008,PROV-O: The PROV Ontology,World Wide Web Consortium (W3C),https://www.w3.org/TR/prov-o/,"W3C Recommendation, 30 April 2013",true,false,true,unverified,unverified,unverified,
SRC-009,ROS 2 Design — Actions,ROS 2 project (design.ros2.org),https://design.ros2.org/articles/actions.html,"ROS 2 design article, current revision as published",true,false,true,unverified,unverified,unverified,
SRC-010,What is a management system?,International Organization for Standardization (ISO),https://committee.iso.org/management-system-standards.html,"ISO committee site, accessed September 2026",true,false,true,unverified,unverified,unverified,
