source_id,title,organization,url,version_or_date,used_by_claude,used_by_grok,used_by_codex,accepted_in_synthesis,live_status,version_status,claim_support_status,notes
SRC-001,Information security cybersecurity and privacy protection - A framework for identity management - Part 1 Core concepts and terminology,ISO and IEC,https://www.iso.org/standard/24760-1?browse=tc,"ISO/IEC 24760-1:2025 edition 3 September 2025",false,false,true,true,unverified,unverified,unverified,Official catalogue metadata only; full-text clause review remains held.
SRC-002,Digital Identity Guidelines,National Institute of Standards and Technology,https://pages.nist.gov/800-63-4/sp800-63.html,"NIST SP 800-63-4 July 2025",false,false,true,true,unverified,unverified,unverified,
SRC-003,Controlled Identifiers v1.0,World Wide Web Consortium,https://www.w3.org/TR/cid-1.0/,"W3C Recommendation 15 May 2025",false,false,true,true,unverified,unverified,unverified,
SRC-004,Decentralized Identifiers DIDs v1.0,World Wide Web Consortium,https://www.w3.org/TR/did-core/,"W3C Recommendation 19 July 2022",false,false,true,true,unverified,unverified,unverified,
SRC-005,Verifiable Credentials Data Model v2.0,World Wide Web Consortium,https://www.w3.org/TR/vc-data-model-2.0/,"W3C Recommendation 15 May 2025",false,false,true,true,unverified,unverified,unverified,
SRC-006,PROV-O The PROV Ontology,World Wide Web Consortium,https://www.w3.org/TR/prov-o/,"W3C Recommendation 30 April 2013",false,false,true,true,unverified,unverified,unverified,
SRC-007,Uniform Resource Identifier URI Generic Syntax,Internet Engineering Task Force,https://www.rfc-editor.org/rfc/rfc3986,"RFC 3986 January 2005 updated by RFC 7320 and RFC 8820",false,false,true,true,unverified,unverified,unverified,
SRC-008,Universally Unique IDentifiers UUIDs,Internet Engineering Task Force,https://www.rfc-editor.org/rfc/rfc9562,"RFC 9562 May 2024",false,false,true,true,unverified,unverified,unverified,
SRC-009,Date and Time on the Internet Timestamps,Internet Engineering Task Force,https://www.rfc-editor.org/rfc/rfc3339,"RFC 3339 July 2002",false,false,true,true,unverified,unverified,unverified,
SRC-010,GS1 Digital Link Standard URI Syntax,GS1,https://ref.gs1.org/standards/digital-link/uri-syntax/1.7.0/,"Release 1.7.0 ratified August 2026",false,false,true,true,unverified,unverified,unverified,
SRC-011,Supporting Documents for LEI Common Data File Formats,Global Legal Entity Identifier Foundation,https://www.gleif.org/en/lei-data/access-and-use-lei-data/supporting-documents,"Current versions accessed 6 September 2026",false,false,true,true,unverified,unverified,unverified,Current landing page requires a pinned CDF version before canonical promotion.
