source_id,title,organization,url,version_or_date,used_by_claude,used_by_grok,used_by_codex,accepted_in_synthesis,live_status,version_status,claim_support_status,notes
SRC-001,ISO 22301:2019 Security and resilience: Business continuity management systems: Requirements,International Organization for Standardization,https://www.iso.org/standard/75106.html,"Edition 2, October 2019, with Amendment 1:2024; public catalogue material only",false,false,true,true,unverified,unverified,unverified,
SRC-002,ISO 22313:2020 Guidance on the use of ISO 22301,International Organization for Standardization,https://www.iso.org/standard/75107.html,"Edition 2, February 2020, confirmed 2025 and marked for revision; public abstract only",false,false,true,true,unverified,unverified,unverified,
SRC-003,ISO/TS 22317:2021 Guidelines for business impact analysis,International Organization for Standardization,https://www.iso.org/standard/79000.html,"Edition 2, November 2021, confirmed 2025; public abstract and public preview contents",false,false,true,true,unverified,unverified,unverified,
SRC-004,ISO/TS 22331:2018 Guidelines for business continuity strategy,International Organization for Standardization,https://www.iso.org/standard/50068.html,"Edition 1, October 2018, confirmed 2022 and marked for revision; public abstract only",false,false,true,true,unverified,unverified,unverified,
SRC-005,ISO/TS 22318:2021 Guidelines for supply chain continuity management,International Organization for Standardization,https://www.iso.org/standard/79001.html,"Edition 2, December 2021, confirmed 2025; public abstract only",false,false,true,true,unverified,unverified,unverified,
SRC-006,ISO/TS 22330:2018 Guidelines for people aspects of business continuity,International Organization for Standardization,https://www.iso.org/standard/50067.html,"Edition 1, June 2018, under review in 2026; public abstract only",false,false,true,true,unverified,unverified,unverified,
SRC-007,ISO 22398:2013 Guidelines for exercises,International Organization for Standardization,https://www.iso.org/standard/50294.html,"Edition 1, September 2013, confirmed 2022; public abstract only",false,false,true,true,unverified,unverified,unverified,
SRC-008,ISO 22361:2022 Crisis management guidelines,International Organization for Standardization,https://www.iso.org/standard/50267.html,"Edition 1, October 2022; public abstract only",false,false,true,true,unverified,unverified,unverified,
SRC-009,SP 800-34 Rev. 1 Contingency Planning Guide for Federal Information Systems,National Institute of Standards and Technology,https://csrc.nist.gov/pubs/sp/800/34/r1/upd1/final,"Revision 1, May 2010, updated November 2010",false,false,true,true,unverified,unverified,unverified,
SRC-010,SP 800-184 Guide for Cybersecurity Event Recovery,National Institute of Standards and Technology,https://csrc.nist.gov/pubs/sp/800/184/final,"Final, December 2016",false,false,true,true,unverified,unverified,unverified,
SRC-011,The NIST Cybersecurity Framework 2.0,National Institute of Standards and Technology,https://www.nist.gov/publications/nist-cybersecurity-framework-csf-20,"NIST CSWP 29, February 2024",false,false,true,true,unverified,unverified,unverified,
SRC-012,Continuity Guidance Circular,Federal Emergency Management Agency,https://www.fema.gov/sites/default/files/documents/fema_continuity-guidance-circular_082024.pdf,"2018 Continuity Guidance Circular, 2024 update",false,false,true,true,unverified,unverified,unverified,
SRC-013,Regulation (EU) 2022/2554 on digital operational resilience for the financial sector,European Union,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32022R2554,"DORA, adopted 14 December 2022, applicable from 17 January 2025",false,false,true,true,unverified,unverified,unverified,
SRC-014,PROV-O: The PROV Ontology,World Wide Web Consortium,https://www.w3.org/TR/prov-o/,"W3C Recommendation, 30 April 2013",false,false,true,true,unverified,unverified,unverified,
SRC-015,Date and Time on the Internet: Timestamps,Internet Engineering Task Force,https://www.rfc-editor.org/info/rfc3339/,"RFC 3339, July 2002",false,false,true,true,unverified,unverified,unverified,
