source_id,title,organization,url,version_or_date,used_by_claude,used_by_grok,used_by_codex,accepted_in_synthesis,live_status,version_status,claim_support_status,notes
SRC-001,"Akoma Ntoso Version 1.0, Part 1: XML Vocabulary",OASIS,https://docs.oasis-open.org/legaldocml/akn-core/v1.0/os/part1-vocabulary/akn-core-v1.0-os-part1-vocabulary.html,"OASIS Standard, 29 August 2018",false,false,true,true,unverified,unverified,unverified,
SRC-002,"Akoma Ntoso Version 1.0, Part 2: Specifications",OASIS,https://docs.oasis-open.org/legaldocml/akn-core/v1.0/os/part2-specs/akn-core-v1.0-os-part2-specs.html,"OASIS Standard, 29 August 2018",false,false,true,true,unverified,unverified,unverified,
SRC-003,LegalRuleML Core Specification Version 1.0,OASIS,https://docs.oasis-open.org/legalruleml/legalruleml-core-spec/v1.0/os/legalruleml-core-spec-v1.0-os.html,"OASIS Standard, 30 August 2021",false,false,true,true,unverified,unverified,unverified,
SRC-004,What is the European Legislation Identifier,Publications Office of the European Union,https://eur-lex.europa.eu/eli-register/what_is_eli.html,"Official ELI register page, updated 27 January 2026",false,false,true,true,unverified,unverified,unverified,
SRC-005,ELI Subdivisions Specifications,European Legislation Identifier Task Force,https://eur-lex.europa.eu/content/eli-register/ELI-subdivisions-specifications-v2.pdf,"Version 2, official specification accessed 6 September 2026",false,false,true,true,unverified,unverified,unverified,
SRC-006,PROV-O: The PROV Ontology,World Wide Web Consortium,https://www.w3.org/TR/prov-o/,"W3C Recommendation, 30 April 2013",false,false,true,true,unverified,unverified,unverified,
SRC-007,Time Ontology in OWL,World Wide Web Consortium,https://www.w3.org/TR/owl-time/,"W3C Candidate Recommendation Draft, 15 November 2022",false,false,true,true,unverified,unverified,unverified,
SRC-008,SKOS Simple Knowledge Organization System Reference,World Wide Web Consortium,https://www.w3.org/TR/skos-reference/,"W3C Recommendation, 18 August 2009",false,false,true,true,unverified,unverified,unverified,
SRC-009,Council conclusions inviting the introduction of the European Legislation Identifier,Council of the European Union,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A52012XG1026%2801%29,"Official Journal C 325, 26 October 2012",false,false,true,true,unverified,unverified,unverified,
SRC-010,Date and Time on the Internet: Timestamps,Internet Engineering Task Force,https://www.rfc-editor.org/rfc/rfc3339,"RFC 3339, July 2002",false,false,true,true,unverified,unverified,unverified,
