source_id,title,organization,url,version_or_date,used_by_claude,used_by_grok,accepted_in_synthesis,live_status,version_status,claim_support_status,notes
SRC-001,OSLC Change Management Version 3.0. Part 1: Specification,OASIS Open Projects (OSLC Open Project),https://docs.oasis-open-projects.org/oslc-op/cm/v3.0/os/change-mgt-spec.html,"Version 3.0, OASIS Standard, 26 May 2021",true,false,true,unverified,unverified,unverified,
SRC-002,OSLC Change Management Version 3.0. Part 2: Vocabulary,OASIS Open Projects (OSLC Open Project),https://docs.oasis-open-projects.org/oslc-op/cm/v3.0/os/change-mgt-vocab.html,"Version 3.0, OASIS Standard, 26 May 2021 (namespace http://open-services.net/ns/cm#)",true,false,true,unverified,unverified,unverified,
SRC-003,ISO 10007:2017 Quality management — Guidelines for configuration management,International Organization for Standardization (ISO),https://www.iso.org/standard/70400.html,"Third edition, 2017-06; replaces ISO 10007:2003",true,false,true,unverified,unverified,unverified,
SRC-004,ISO/IEC 20000-1:2018 Information technology — Service management — Part 1: Service management system requirements,ISO/IEC JTC 1,https://www.iso.org/standard/70636.html,"Edition 3, 2018-09; reviewed and confirmed 2023",true,false,true,unverified,unverified,unverified,
SRC-005,"NIST Special Publication 800-53 Revision 5, Update 1: Security and Privacy Controls for Information Systems and Organizations",National Institute of Standards and Technology (NIST),https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Rev. 5, September 2020, updates through 10 December 2020",true,false,true,unverified,unverified,unverified,
SRC-006,NIST Special Publication 800-128: Guide for Security-Focused Configuration Management of Information Systems,National Institute of Standards and Technology (NIST),https://csrc.nist.gov/pubs/sp/800/128/upd1/final,"August 2011, updated 10 October 2019",true,false,true,unverified,unverified,unverified,
SRC-007,ECSS-M-ST-40C Rev.1 — Configuration and information management,European Cooperation for Space Standardization (ECSS) / European Space Agency,https://ecss.nl/standard/ecss-m-st-40c-rev-1-configuration-and-information-management/,"Rev.1, 6 March 2009",true,false,true,unverified,unverified,unverified,
SRC-008,NPR 7123.1D — NASA Systems Engineering Processes and Requirements (Updated w/ Change 2),National Aeronautics and Space Administration (NASA),https://nodis3.gsfc.nasa.gov/displayDir.cfm?t=NPR&c=7123&s=1D,Effective 5 July 2023; expiration 5 July 2028,true,false,true,unverified,unverified,unverified,
SRC-009,RFC 3339 — Date and Time on the Internet: Timestamps,Internet Engineering Task Force (IETF),https://www.rfc-editor.org/rfc/rfc3339,"July 2002, Proposed Standard",true,false,true,unverified,unverified,unverified,
SRC-010,PROV-O: The PROV Ontology,World Wide Web Consortium (W3C),https://www.w3.org/TR/prov-o/,"W3C Recommendation, 30 April 2013",true,false,true,unverified,unverified,unverified,
SRC-011,Quality Management System Regulation (QMSR),U.S. Food and Drug Administration (FDA),https://www.fda.gov/medical-devices/postmarket-requirements-devices/quality-management-system-regulation-qmsr,Final rule published 2 February 2024 (89 FR 7496); effective 2 February 2026; incorporates ISO 13485:2016 by reference into 21 CFR part 820,true,false,true,unverified,unverified,unverified,
SRC-012,Change enablement in ITIL 4 — Change Enablement in the Cloud (AWS Well-Architected),Amazon Web Services,https://docs.aws.amazon.com/wellarchitected/latest/change-enablement-in-the-cloud/change-enablement-in-itil4.html,Accessed 29 August 2026; cites ITIL 4 Change Enablement Practice Guide (PeopleCert),true,false,true,unverified,unverified,unverified,
SRC-013,MIL-HDBK-61A(SE) Configuration Management Guidance,"U.S. Department of Defense (Office of the Under Secretary of Defense, Systems Engineering); copy hosted by AcqNotes",https://www.acqnotes.com/Attachments/MIL-HDBK-61A%20(SE)Configuration%20Management%20Guidance.pdf,7 February 2001 (handbook); mirrored copy accessed 29 August 2026,true,false,true,unverified,unverified,unverified,
