source_id,title,organization,url,version_or_date,used_by_claude,used_by_grok,accepted_in_synthesis,live_status,version_status,claim_support_status,notes
SRC-001,HealthcareService - FHIR v5.0.0,HL7 International,https://hl7.org/fhir/healthcareservice.html,"FHIR v5.0.0 (R5), Maturity Level 4, Trial Use",true,false,true,unverified,unverified,unverified,
SRC-002,PractitionerRole - FHIR v5.0.0,HL7 International,https://hl7.org/fhir/practitionerrole.html,"FHIR v5.0.0 (R5), Maturity Level 4, Trial Use",true,false,true,unverified,unverified,unverified,
SRC-003,Location - FHIR v5.0.0,HL7 International,https://hl7.org/fhir/location.html,"FHIR v5.0.0 (R5), Maturity Level 5, Trial Use",true,false,true,unverified,unverified,unverified,
SRC-004,Organization - FHIR v5.0.0,HL7 International,https://hl7.org/fhir/organization.html,"FHIR v5.0.0 (R5), Trial Use",true,false,true,unverified,unverified,unverified,
SRC-005,Encounter - FHIR v5.0.0,HL7 International,https://hl7.org/fhir/encounter.html,"FHIR v5.0.0 (R5), Maturity Level 4, Trial Use",true,false,true,unverified,unverified,unverified,
SRC-006,Appointment - FHIR v5.0.0,HL7 International,https://hl7.org/fhir/appointment.html,"FHIR v5.0.0 (R5), Maturity Level 3, Trial Use",true,false,true,unverified,unverified,unverified,
SRC-007,ServiceRequest - FHIR v5.0.0,HL7 International,https://hl7.org/fhir/servicerequest.html,"FHIR v5.0.0 (R5), Maturity Level 4, Trial Use",true,false,true,unverified,unverified,unverified,
SRC-008,Measure - FHIR v5.0.0,HL7 International,https://hl7.org/fhir/measure.html,"FHIR v5.0.0 (R5), Maturity Level 4, Trial Use",true,false,true,unverified,unverified,unverified,
SRC-009,Provenance - FHIR v5.0.0,HL7 International,https://hl7.org/fhir/provenance.html,"FHIR v5.0.0 (R5), Maturity Level 4, Trial Use",true,false,true,unverified,unverified,unverified,
SRC-010,National Directory of Healthcare Providers & Services (NDH) Implementation Guide,"HL7 International, Patient Administration Work Group",https://hl7.org/fhir/us/ndh/,"1.0.0 STU1, generated 2025-04-10, based on FHIR R4 (4.0.1) and US Core 6.1.0",true,false,true,unverified,unverified,unverified,
SRC-011,Service Availability and Readiness Assessment (SARA),World Health Organization,https://www.who.int/data/data-collection-tools/service-availability-and-readiness-assessment-(sara),"Reference manual version 2.2, published 2015-07-01",true,false,true,unverified,unverified,unverified,
SRC-012,Quality health services: a planning guide,World Health Organization,https://www.who.int/publications/i/item/9789240011632,"Published 2020-11-17, ISBN 9789240011632",true,false,true,unverified,unverified,unverified,
SRC-013,Service organizations and integration,"World Health Organization, Integrated Health Services",https://www.who.int/teams/integrated-health-services/clinical-services-and-systems/service-organizations-and-integration,"Current page, accessed 2026-09-05 (no page date published)",true,false,true,unverified,unverified,unverified,
SRC-014,ISO 7101:2023 Healthcare organization management - Management systems for quality in healthcare organizations - Requirements,International Organization for Standardization,https://www.iso.org/standard/81647.html,"First edition, published 2023-10",true,true,true,unverified,unverified,unverified,
SRC-015,Healthcare resource statistics - beds (Statistics Explained),"European Commission, Eurostat",https://ec.europa.eu/eurostat/statistics-explained/index.php?title=Healthcare_resource_statistics_-_beds,Data extracted June 2026; planned article update July 2027,true,false,true,unverified,unverified,unverified,
SRC-016,Unmet health care needs statistics (Statistics Explained),"European Commission, Eurostat",https://ec.europa.eu/eurostat/statistics-explained/index.php?title=Unmet_health_care_needs_statistics,Last updated July 2025; source EU-SILC,true,false,true,unverified,unverified,unverified,
SRC-017,"Hospital Respiratory Data (HRD) Reporting, National Healthcare Safety Network",Centers for Disease Control and Prevention (NCEZID/DHQP),https://www.cdc.gov/nhsn/psc/hospital-respiratory-reporting.html,Last reviewed 2025-06-18; reporting effective 2024-11-01 under the FY 2025 IPPS/LTCH PPS Final Rule,true,false,true,unverified,unverified,unverified,
SRC-018,RFC 3339: Date and Time on the Internet: Timestamps,Internet Engineering Task Force (IETF),https://www.rfc-editor.org/rfc/rfc3339,"July 2002, Proposed Standard (updated by RFC 9557)",true,false,true,unverified,unverified,unverified,
SRC-019,"HL7 FHIR R5 Encounter - scope, status, class, admission versus Appointment",HL7 International,https://hl7.org/fhir/R5/encounter.html,5.0.0 (2023-03-26),false,true,true,unverified,unverified,unverified,
SRC-020,HL7 FHIR R5 Organization,HL7 International,https://hl7.org/fhir/R5/organization.html,5.0.0 (2023-03-26),false,true,true,unverified,unverified,unverified,
SRC-021,HL7 FHIR R5 PractitionerRole,HL7 International,https://hl7.org/fhir/R5/practitionerrole.html,5.0.0 (2023-03-26),false,true,true,unverified,unverified,unverified,
SRC-022,HL7 FHIR R5 Location,HL7 International,https://hl7.org/fhir/R5/location.html,5.0.0 (2023-03-26),false,true,true,unverified,unverified,unverified,
SRC-023,HL7 FHIR R5 HealthcareService - scope and SOA exclusion,HL7 International,https://hl7.org/fhir/R5/healthcareservice.html,5.0.0 (2023-03-26),false,true,true,unverified,unverified,unverified,
SRC-024,HL7 FHIR R5 ServiceRequest - patient-specific request for a service,HL7 International,https://hl7.org/fhir/R5/servicerequest.html,5.0.0 (2023-03-26),false,true,true,unverified,unverified,unverified,
SRC-025,HL7 FHIR R5 Schedule,HL7 International,https://hl7.org/fhir/schedule.html,5.0.0 (2023-03-26),false,true,true,unverified,unverified,unverified,
SRC-026,HL7 FHIR R5 Slot - element definitions,HL7 International,https://www.hl7.org/fhir/slot-definitions.html,5.0.0 (2023-03-26),false,true,true,unverified,unverified,unverified,
SRC-027,IHE Mobile Care Services Discovery (mCSD) v4.0.0 Volume 1,IHE International,https://profiles.ihe.net/ITI/mCSD/volume-1.html,4.0.0 (2025-05-21),false,true,true,unverified,unverified,unverified,
SRC-028,"UNSD Classification of Health Care Providers (ICHA-HP), SHA 2011",OECD/WHO/Eurostat via UNSD,https://unstats.un.org/unsd/classifications/Family/Detail/1037,SHA 2011,false,true,true,unverified,unverified,unverified,
SRC-029,Classifying health workers (ISCO-08 mapping),World Health Organization,https://www.who.int/publications/m/item/classifying-health-workers,2019-07-31,false,true,true,unverified,unverified,unverified,
SRC-030,WHO Master Facility List Resource Package,World Health Organization,https://www.who.int/publications/i/item/9789241516495,2019,false,true,true,unverified,unverified,unverified,
SRC-031,ISO 13940 System of concepts to support continuity of care (DIS ed.2 landing),ISO/TC 215,https://www.iso.org/obp/ui/en/#iso:std:iso:13940:dis:ed-2:v1:en,2015 published; DIS ed.2 in revision,false,true,true,unverified,unverified,unverified,
SRC-032,NHS Data Model and Dictionary - REFERRAL TO TREATMENT PERIOD STATUS,NHS England,https://www.datadictionary.nhs.uk/data_elements/referral_to_treatment_period_status.html,current dictionary page retrieved 2026-09-05,false,true,true,unverified,unverified,unverified,
