source_id,url,verification,status,checked_at,notes
SRC-001,https://www.tmforum.org/open-digital-architecture/open-apis,verified-web-index-direct-official,primary-official,2026-09-06T16:22:00Z,"Official directory separates sales, promotion, communication, event, party, privacy and related API families."
SRC-002,https://www.tmforum.org/resources/specification/tmf671-promotion-api-rest-specification-r17-0-0/,verified-web-index-direct-403,primary-official,2026-09-06T16:22:00Z,"Official indexed TMF671 publication defines Promotion as a separate managed resource; direct automated access was publisher-blocked."
SRC-003,https://www.tmforum.org/resources/specification/tmf681-communication-api-rest-specification-r18-0-0/,verified-web-index-direct-403,primary-official,2026-09-06T16:22:00Z,"Official indexed TMF681 publication defines communication messages and dispatch as a separate shared-service lifecycle; direct automated access was publisher-blocked."
SRC-004,https://www.tmforum.org/resources/specification/tmf688-event-management-api-user-guide-v4-0-0/,verified-web-index-direct-403,primary-official,2026-09-06T16:22:00Z,"Official indexed TMF688 publication defines event publication and subscription; direct automated access was publisher-blocked."
SRC-005,https://www.tmforum.org/open-digital-architecture/open-apis/sales-management-api-TMF699/v5.0.0,verified-web-index-direct-403,primary-official,2026-09-06T16:22:00Z,"Official indexed TMF699 page defines sales leads and opportunities; URL path and visible v4.0 label are inconsistent and retained as a hold."
SRC-006,https://iabtechlab.com/standards/audience-taxonomy/,verified-direct-official,primary-official,2026-09-06T16:22:00Z,"Official Audience Taxonomy 1.1 page supports versioned audience-segment classifications and warns of differing segmentation approaches."
SRC-007,https://iabtechlab.com/standards/content-taxonomy/,verified-direct-official,primary-official,2026-09-06T16:22:00Z,"Official Content Taxonomy page identifies current 3.1 and non-backward-compatible migrations."
SRC-008,https://iabtechlab.com/standards/ad-product-taxonomy/,verified-direct-official,primary-official,2026-09-06T16:22:00Z,"Official Ad Product Taxonomy 2.0 page supports advertisement subject classification without defining campaign identity."
SRC-009,https://iabtechlab.com/standards/data-transparency-standard/,verified-direct-official,primary-official,2026-09-06T16:22:00Z,"Official Data Transparency Standard page defines audience-data provenance, recency, segmentation and disclosure fields without grading efficacy."
SRC-010,https://iabtechlab.com/standards/measurement/,verified-direct-official,primary-official,2026-09-06T16:22:00Z,"Official measurement directory distinguishes impressions, viewability, invalid traffic, events and conversions and lists current releases."
SRC-011,https://iabtechlab.com/standards/open-measurement-sdk/,verified-direct-official,primary-official,2026-09-06T16:22:00Z,"Official Open Measurement page supports separately sourced impression and viewability evidence in digital-advertising profiles."
SRC-012,https://eur-lex.europa.eu/eli/reg/2016/679/oj,verified-direct-official,primary-official,2026-09-06T16:22:00Z,"Official GDPR text supports purpose limitation, minimisation, lawful basis, rights, profiling safeguards and retention controls."
SRC-013,https://eur-lex.europa.eu/eli/dir/2002/58/oj,verified-direct-official,primary-official,2026-09-06T16:22:00Z,"Official ePrivacy Directive supports jurisdiction-scoped electronic-communication and direct-marketing constraints."
SRC-014,https://ico.org.uk/for-organisations/direct-marketing-and-privacy-and-electronic-communications/direct-marketing-guidance/,verified-direct-official,primary-official,2026-09-06T16:22:00Z,"Official ICO guidance updated 28 April 2026 covers identification, planning, data collection, lawful basis and the right to object."
SRC-015,https://www.ftc.gov/business-guidance/resources/can-spam-act-compliance-guide-business,verified-direct-official,primary-official,2026-09-06T16:22:00Z,"Official FTC guidance supports a separate United States commercial-email compliance profile."
SRC-016,https://schema.org/Audience,verified-direct-official,primary-official,2026-09-06T16:22:00Z,"Official Schema.org Audience vocabulary supports public intended-audience projections."
SRC-017,https://schema.org/Event,verified-direct-official,primary-official,2026-09-06T16:22:00Z,"Official Schema.org Event vocabulary supports public event projection without replacing campaign or execution-event masters."
SRC-018,https://www.rfc-editor.org/rfc/rfc3339.html,verified-direct-official,primary-official,2026-09-06T16:22:00Z,"RFC 3339 defines interoperable timestamps with seconds and explicit UTC relation."
SRC-019,https://www.w3.org/TR/prov-o/,verified-direct-official,primary-official,2026-09-06T16:22:00Z,"W3C PROV-O defines entities, activities, agents, attribution, derivation and revision provenance."
SRC-020,https://www.w3.org/TR/vocab-dqv/,verified-direct-official,primary-official,2026-09-06T16:22:00Z,"W3C DQV defines quality dimensions, metrics, measurements, annotations and policies."
SRC-021,https://www.w3.org/TR/odrl-model/,verified-direct-official,primary-official,2026-09-06T16:22:00Z,"W3C ODRL defines permissions, prohibitions, duties, constraints, assets and parties for policy projection."
SRC-022,https://spec.openapis.org/oas/v3.1.1.html,verified-direct-official,primary-official,2026-09-06T16:22:00Z,"Official OpenAPI 3.1.1 specification supports loss-aware HTTP API projections and security declarations."
