source_id,title,organization,url,version_or_date,used_by_claude,used_by_grok,used_by_codex,accepted_in_synthesis,live_status,version_status,claim_support_status,notes
SRC-001,Tax Administration 3.0: The Digital Transformation of Tax Administration,Organisation for Economic Co-operation and Development,https://www.oecd.org/en/publications/tax-administration-3-0-the-digital-transformation-of-tax-administration_ca274cc5-en.html,2020,false,false,true,true,unverified,unverified,unverified,
SRC-002,Guidance for the Standard Audit File - Tax Version 2.0,Organisation for Economic Co-operation and Development,https://www.oecd.org/tax/administration/guidance-note-guidance-for-the-standard-audit-file-tax-version-20.htm,"Version 2.0, April 2010",false,false,true,true,unverified,unverified,unverified,
SRC-003,United Nations Model Double Taxation Convention between Developed and Developing Countries 2021,United Nations,https://desapublications.un.org/publications/united-nations-model-double-taxation-convention-between-developed-and-developing-0,2021,false,false,true,true,unverified,unverified,unverified,
SRC-004,Council Directive 2006/112/EC on the common system of value added tax,European Union,https://eur-lex.europa.eu/eli/dir/2006/112/oj/eng,Current consolidated instrument accessed 2026-09-06,false,false,true,true,unverified,unverified,unverified,
SRC-005,"Council Directive 2010/24/EU concerning mutual assistance for the recovery of claims relating to taxes, duties and other measures",European Union,https://eur-lex.europa.eu/eli/dir/2010/24/oj,16 March 2010,false,false,true,true,unverified,unverified,unverified,
SRC-006,TADAT Field Guide 2025,Tax Administration Diagnostic Assessment Tool Secretariat,https://www.tadat.org/en/resources/resource.html,2025,false,false,true,true,unverified,unverified,unverified,
SRC-007,PROV-O: The PROV Ontology,World Wide Web Consortium,https://www.w3.org/TR/prov-o/,"W3C Recommendation, 30 April 2013",false,false,true,true,unverified,unverified,unverified,
SRC-008,Time Ontology in OWL,World Wide Web Consortium,https://www.w3.org/TR/owl-time/,"W3C Candidate Recommendation Draft, 15 November 2022",false,false,true,true,unverified,unverified,unverified,
SRC-009,Date and Time on the Internet: Timestamps,Internet Engineering Task Force,https://www.rfc-editor.org/rfc/rfc3339,"RFC 3339, July 2002",false,false,true,true,unverified,unverified,unverified,
SRC-010,LegalRuleML Core Specification Version 1.0,OASIS,https://docs.oasis-open.org/legalruleml/legalruleml-core-spec/v1.0/os/legalruleml-core-spec-v1.0-os.html,"OASIS Standard, 30 August 2021",false,false,true,true,unverified,unverified,unverified,
